frame,gt,mp,corr
0,67.42423305906384,,
1,67.42423305906384,,
2,67.93216357588793,,
3,69.30730056259534,,
4,71.39559164364955,,
5,74.00628667160606,,
6,76.85506841995215,,
7,79.63085270862581,,
8,81.35190352968439,,
9,81.41093858642738,,
10,79.74850534733568,,
11,77.1403843634634,,
12,74.51289785748263,,
13,72.0831312634024,,
14,70.13281655363832,,
15,68.48956196003506,104.38561032175087,62.68379903432709
16,67.14008616594343,,
17,66.23380251126706,,
18,65.85063118211366,,
19,65.8865474176495,,
20,66.15627848473525,,
21,66.47959680982109,,
22,66.67807754810937,,
23,66.63471499951443,,
24,66.52051757262896,,
25,66.68840833536663,,
26,67.40116348100435,,
27,68.21954957009925,,
28,68.6069036227021,,
29,68.21260058726119,,
30,67.68536774216702,,
31,67.35945328103176,,
32,67.42417847383494,,
33,67.93204284649094,,
34,69.3073640699115,,
35,71.39555789370809,117.1172643075296,75.41545302010582
36,74.00624361768556,117.97677399167121,76.27496270424743
37,76.85469752151013,120.23887636396147,78.53706507653769
38,79.630900803342,121.16403013375424,79.46221884633044
39,81.35233016367803,111.39943283274633,69.69762154532253
40,81.41078284490197,112.15499311376215,70.45318182633835
41,79.74845776588803,101.93311583134641,60.231304543922626
42,77.14034421996746,103.39021278230588,61.68840149488209
43,74.51270441357663,102.40554647080462,60.703735183380836
44,72.08309423658321,,
45,70.13274859041294,,
46,68.48966167774385,,
47,67.14014863215235,,
48,66.2337711917088,,
49,65.85061086477971,,
50,65.88654741764948,,
51,66.15617040141731,,
52,66.47968516277034,,
53,66.67813334239302,,
54,66.63478065349389,,
55,66.5207565985821,,
56,66.68840833536662,,
57,67.40116348100437,116.84836771297066,75.14655642554686
58,68.2194992830538,,
59,68.60717466522243,,
60,68.21254238629592,,
61,67.6856159208171,,
62,67.35971236755054,,
63,67.42391658778816,,
64,67.93203993439015,,
65,69.30758218710682,,
66,71.39532681732997,,
67,74.006176718309,,
68,76.85470876321413,,
69,79.63079840033615,,
70,81.35217046325639,,
71,81.41093858642738,,
72,79.74843509936346,,
73,77.14056856301588,,
74,74.51276328529738,,
75,72.08309423658328,,
76,70.13286519575631,,
77,68.48986210075412,,
78,67.1401659706671,,
79,66.23379101134014,,
80,65.85062517854504,108.20107281229372,66.49926152486992
81,65.88652722482381,99.12380598214577,57.42199469472198
82,66.15608836236277,98.50199920659145,56.80018791916766
83,66.47939756438038,100.79369912306097,59.09188783563719
84,66.67821937218423,100.31953306371771,58.617721776293926
85,66.63467525093473,100.39192529614786,58.69011400872407
86,66.52049579915293,95.06372796768464,53.361916680260855
87,66.6883395176516,95.47107752173712,53.76926623431333
88,67.40084440215291,98.34021260073582,56.63840131331204
89,68.21948594438356,99.81316622159478,58.111354934171
90,68.60683130088911,92.98017767132434,51.278366383900554
91,68.21258767891102,98.97442668542018,57.2726153979964
92,67.68541335654709,,
93,67.35972613377758,,
94,67.42392411687759,,
95,67.93209082060106,,
96,69.30751692119095,,
97,71.39551443503034,,
98,74.00620056388053,,
99,76.85459979302372,,
100,79.63065462969286,,
101,81.3520386157742,,
102,81.41080134121725,,
103,79.74856815699995,,
104,77.14033813109504,,
105,74.51304130442374,,
106,,,
107,,,
108,,,
109,,,
110,,,
111,,,
112,,,
113,,,
114,,,
115,,,
116,,,
117,,,
118,,,
119,,,
120,,,
