folder_name,camera_x,camera_y,camera_z,height_label,azimuth_bin,azimuth_label,joint,n_frames,replace_rate,mean_err_before,mean_err_after
CapturedFrames_-1.0_0.5_4.0,-1.0,0.5,4.0,Y=0.5,0,N,LEFT_WRIST,52,0.19230769230769232,1.1116606965288673,1.11343862720337
CapturedFrames_-1.0_0.5_4.0,-1.0,0.5,4.0,Y=0.5,0,N,RIGHT_ANKLE,52,0.1346153846153846,0.9103415267700202,0.9018363572677381
CapturedFrames_-1.0_0.5_4.0,-1.0,0.5,4.0,Y=0.5,0,N,RIGHT_ELBOW,52,0.19230769230769232,0.7441428390054269,0.7420454540812996
CapturedFrames_-1.0_0.5_4.0,-1.0,0.5,4.0,Y=0.5,0,N,RIGHT_HIP,52,0.2692307692307692,,
CapturedFrames_-1.0_0.5_4.0,-1.0,0.5,4.0,Y=0.5,0,N,RIGHT_KNEE,52,0.17307692307692307,0.6937029148073256,0.6891696072433428
CapturedFrames_-1.0_0.5_4.0,-1.0,0.5,4.0,Y=0.5,0,N,RIGHT_SHOULDER,52,0.34615384615384615,0.7555541446270666,0.7542464557756132
CapturedFrames_-1.0_0.5_4.0,-1.0,0.5,4.0,Y=0.5,0,N,RIGHT_WRIST,52,0.21153846153846154,0.7004715585952805,0.6964038857675648
CapturedFrames_-1.0_0.5_5.0,-1.0,0.5,5.0,Y=0.5,0,N,LEFT_ANKLE,39,0.20512820512820512,0.753317702399881,0.7205808113701349
CapturedFrames_-1.0_0.5_5.0,-1.0,0.5,5.0,Y=0.5,0,N,LEFT_ELBOW,39,0.38461538461538464,0.6334446347025878,0.6278046073972299
CapturedFrames_-1.0_0.5_5.0,-1.0,0.5,5.0,Y=0.5,0,N,LEFT_HIP,39,0.2564102564102564,,
CapturedFrames_-1.0_0.5_5.0,-1.0,0.5,5.0,Y=0.5,0,N,LEFT_KNEE,39,0.1794871794871795,0.5375277508352587,0.5224340205869183
CapturedFrames_-1.0_0.5_5.0,-1.0,0.5,5.0,Y=0.5,0,N,LEFT_SHOULDER,39,0.28205128205128205,0.6935011103545867,0.6867541161531913
CapturedFrames_-1.0_0.5_5.0,-1.0,0.5,5.0,Y=0.5,0,N,LEFT_WRIST,39,0.1794871794871795,0.7904059854519101,0.7845169392466137
CapturedFrames_-1.0_0.5_5.0,-1.0,0.5,5.0,Y=0.5,0,N,RIGHT_ANKLE,39,0.10256410256410256,0.707096441060311,0.7048682558125963
CapturedFrames_-1.0_0.5_5.0,-1.0,0.5,5.0,Y=0.5,0,N,RIGHT_ELBOW,39,0.1794871794871795,0.610647436366661,0.6029692528188507
CapturedFrames_-1.0_0.5_5.0,-1.0,0.5,5.0,Y=0.5,0,N,RIGHT_HIP,39,0.10256410256410256,,
CapturedFrames_-1.0_0.5_5.0,-1.0,0.5,5.0,Y=0.5,0,N,RIGHT_KNEE,39,0.1282051282051282,0.5561824976072139,0.555863640306091
CapturedFrames_-1.0_0.5_5.0,-1.0,0.5,5.0,Y=0.5,0,N,RIGHT_SHOULDER,39,0.23076923076923078,0.5726465096236723,0.5671796067018552
CapturedFrames_-1.0_0.5_5.0,-1.0,0.5,5.0,Y=0.5,0,N,RIGHT_WRIST,39,0.2564102564102564,0.8052098008814886,0.801359245478677
CapturedFrames_-1.0_0.5_6.0,-1.0,0.5,6.0,Y=0.5,0,N,LEFT_ANKLE,14,0.14285714285714285,0.6665770027349397,0.653894988904403
CapturedFrames_-1.0_0.5_6.0,-1.0,0.5,6.0,Y=0.5,0,N,LEFT_ELBOW,14,0.2857142857142857,0.5114761597755095,0.5125499514934052
CapturedFrames_-1.0_0.5_6.0,-1.0,0.5,6.0,Y=0.5,0,N,LEFT_HIP,14,0.35714285714285715,,
CapturedFrames_-1.0_0.5_6.0,-1.0,0.5,6.0,Y=0.5,0,N,LEFT_KNEE,14,0.0,0.49780332203696215,0.49780332203696215
CapturedFrames_-1.0_0.5_6.0,-1.0,0.5,6.0,Y=0.5,0,N,LEFT_SHOULDER,14,0.14285714285714285,0.4735872388284517,0.4729757842871857
CapturedFrames_-1.0_0.5_6.0,-1.0,0.5,6.0,Y=0.5,0,N,LEFT_WRIST,14,0.5,0.709815711030009,0.7138541994448432
CapturedFrames_-1.0_0.5_6.0,-1.0,0.5,6.0,Y=0.5,0,N,RIGHT_ANKLE,14,0.14285714285714285,0.5794589003697039,0.5706465150013018
CapturedFrames_-1.0_0.5_6.0,-1.0,0.5,6.0,Y=0.5,0,N,RIGHT_ELBOW,14,0.14285714285714285,0.27818837718360284,0.2813103210528259
CapturedFrames_-1.0_0.5_6.0,-1.0,0.5,6.0,Y=0.5,0,N,RIGHT_HIP,14,0.21428571428571427,,
CapturedFrames_-1.0_0.5_6.0,-1.0,0.5,6.0,Y=0.5,0,N,RIGHT_KNEE,14,0.07142857142857142,0.24204219228675866,0.24513759732680082
CapturedFrames_-1.0_0.5_6.0,-1.0,0.5,6.0,Y=0.5,0,N,RIGHT_SHOULDER,14,0.21428571428571427,0.3246126246812893,0.3241372628059184
CapturedFrames_-1.0_0.5_6.0,-1.0,0.5,6.0,Y=0.5,0,N,RIGHT_WRIST,14,0.21428571428571427,0.325091311549113,0.33489116247377787
CapturedFrames_-1.0_1.0_-3.0,-1.0,1.0,-3.0,Y=1.0,4,S,LEFT_ANKLE,71,0.19718309859154928,1.0013140646014314,0.9866029859680883
CapturedFrames_-1.0_1.0_-3.0,-1.0,1.0,-3.0,Y=1.0,4,S,LEFT_ELBOW,71,0.19718309859154928,1.0560394105266921,1.0506612433260616
CapturedFrames_-1.0_1.0_-3.0,-1.0,1.0,-3.0,Y=1.0,4,S,LEFT_HIP,71,0.2676056338028169,,
CapturedFrames_-1.0_1.0_-3.0,-1.0,1.0,-3.0,Y=1.0,4,S,LEFT_KNEE,71,0.11267605633802817,0.8438645591523305,0.8376363125978764
CapturedFrames_-1.0_1.0_-3.0,-1.0,1.0,-3.0,Y=1.0,4,S,LEFT_SHOULDER,71,0.14084507042253522,0.9432047028076338,0.9446348794947588
CapturedFrames_-1.0_1.0_-3.0,-1.0,1.0,-3.0,Y=1.0,4,S,LEFT_WRIST,71,0.14084507042253522,0.966433883904732,0.9569729645688405
CapturedFrames_-1.0_1.0_-3.0,-1.0,1.0,-3.0,Y=1.0,4,S,RIGHT_ANKLE,71,0.08450704225352113,1.3058358236250265,1.308793282399478
CapturedFrames_-1.0_1.0_-3.0,-1.0,1.0,-3.0,Y=1.0,4,S,RIGHT_ELBOW,71,0.15492957746478872,0.7207653824970605,0.6944529360726496
CapturedFrames_-1.0_1.0_-3.0,-1.0,1.0,-3.0,Y=1.0,4,S,RIGHT_HIP,71,0.2535211267605634,,
CapturedFrames_-1.0_1.0_-3.0,-1.0,1.0,-3.0,Y=1.0,4,S,RIGHT_KNEE,71,0.15492957746478872,1.0778361493990785,1.0769966472131574
CapturedFrames_-1.0_1.0_-3.0,-1.0,1.0,-3.0,Y=1.0,4,S,RIGHT_SHOULDER,71,0.15492957746478872,0.7057568951770397,0.6701787260092588
CapturedFrames_-1.0_1.0_-3.0,-1.0,1.0,-3.0,Y=1.0,4,S,RIGHT_WRIST,71,0.15492957746478872,0.8264542556352585,0.8144533716233084
CapturedFrames_-1.0_1.0_-4.0,-1.0,1.0,-4.0,Y=1.0,4,S,LEFT_ANKLE,58,0.10344827586206896,0.8706944648952883,0.8702524000552809
CapturedFrames_-1.0_1.0_-4.0,-1.0,1.0,-4.0,Y=1.0,4,S,LEFT_ELBOW,58,0.15517241379310345,0.9505764394559209,0.945456317654658
CapturedFrames_-1.0_1.0_-4.0,-1.0,1.0,-4.0,Y=1.0,4,S,LEFT_HIP,58,0.25862068965517243,,
CapturedFrames_-1.0_1.0_-4.0,-1.0,1.0,-4.0,Y=1.0,4,S,LEFT_KNEE,58,0.20689655172413793,0.6938335667007193,0.6922538330431954
CapturedFrames_-1.0_1.0_-4.0,-1.0,1.0,-4.0,Y=1.0,4,S,LEFT_SHOULDER,58,0.22413793103448276,0.8035728018412689,0.7906832546438831
CapturedFrames_-1.0_1.0_-4.0,-1.0,1.0,-4.0,Y=1.0,4,S,LEFT_WRIST,58,0.1724137931034483,0.8836255039413154,0.8656883525897177
CapturedFrames_-1.0_1.0_-4.0,-1.0,1.0,-4.0,Y=1.0,4,S,RIGHT_ANKLE,58,0.22413793103448276,1.1062408876137841,1.081392729417784
CapturedFrames_-1.0_1.0_-4.0,-1.0,1.0,-4.0,Y=1.0,4,S,RIGHT_ELBOW,58,0.15517241379310345,0.6360740455366841,0.6300688816976223
CapturedFrames_-1.0_1.0_-4.0,-1.0,1.0,-4.0,Y=1.0,4,S,RIGHT_HIP,58,0.2413793103448276,,
CapturedFrames_-1.0_1.0_-4.0,-1.0,1.0,-4.0,Y=1.0,4,S,RIGHT_KNEE,58,0.1896551724137931,0.9163144050907036,0.9054778900607793
CapturedFrames_-1.0_1.0_-4.0,-1.0,1.0,-4.0,Y=1.0,4,S,RIGHT_SHOULDER,58,0.15517241379310345,0.5750603161041807,0.5706603076729537
CapturedFrames_-1.0_1.0_-4.0,-1.0,1.0,-4.0,Y=1.0,4,S,RIGHT_WRIST,58,0.2413793103448276,0.696494631553693,0.6877906170718633
CapturedFrames_-1.0_1.0_-5.0,-1.0,1.0,-5.0,Y=1.0,4,S,LEFT_ANKLE,49,0.10204081632653061,0.775621950154524,0.7640337743688954
CapturedFrames_-1.0_1.0_-5.0,-1.0,1.0,-5.0,Y=1.0,4,S,LEFT_ELBOW,49,0.20408163265306123,0.856163035515185,0.8578982400199797
CapturedFrames_-1.0_1.0_-5.0,-1.0,1.0,-5.0,Y=1.0,4,S,LEFT_HIP,49,0.14285714285714285,,
CapturedFrames_-1.0_1.0_-5.0,-1.0,1.0,-5.0,Y=1.0,4,S,LEFT_KNEE,49,0.42857142857142855,0.6488326937412521,0.6435387925186815
CapturedFrames_-1.0_1.0_-5.0,-1.0,1.0,-5.0,Y=1.0,4,S,LEFT_SHOULDER,49,0.24489795918367346,0.7076506972764952,0.7053440548494363
CapturedFrames_-1.0_1.0_-5.0,-1.0,1.0,-5.0,Y=1.0,4,S,LEFT_WRIST,49,0.2653061224489796,0.7875636945394533,0.7764004990043083
CapturedFrames_-1.0_1.0_-5.0,-1.0,1.0,-5.0,Y=1.0,4,S,RIGHT_ANKLE,49,0.12244897959183673,0.9620805189102857,0.9611846723750631
CapturedFrames_-1.0_1.0_-5.0,-1.0,1.0,-5.0,Y=1.0,4,S,RIGHT_ELBOW,49,0.16326530612244897,0.6484393634470754,0.6459232492878523
CapturedFrames_-1.0_1.0_-5.0,-1.0,1.0,-5.0,Y=1.0,4,S,RIGHT_HIP,49,0.1836734693877551,,
CapturedFrames_-1.0_1.0_-5.0,-1.0,1.0,-5.0,Y=1.0,4,S,RIGHT_KNEE,49,0.16326530612244897,0.871303205278897,0.871594921727276
CapturedFrames_-1.0_1.0_-5.0,-1.0,1.0,-5.0,Y=1.0,4,S,RIGHT_SHOULDER,49,0.2653061224489796,0.5346648984627247,0.5318863141988304
CapturedFrames_-1.0_1.0_-5.0,-1.0,1.0,-5.0,Y=1.0,4,S,RIGHT_WRIST,49,0.14285714285714285,0.7853919203859681,0.7905170996114859
CapturedFrames_-1.0_1.0_-6.0,-1.0,1.0,-6.0,Y=1.0,4,S,LEFT_ANKLE,29,0.13793103448275862,0.46450252192751323,0.44705862276499536
CapturedFrames_-1.0_1.0_-6.0,-1.0,1.0,-6.0,Y=1.0,4,S,LEFT_ELBOW,29,0.20689655172413793,0.6961477336240082,0.6947489724539252
CapturedFrames_-1.0_1.0_-6.0,-1.0,1.0,-6.0,Y=1.0,4,S,LEFT_HIP,29,0.2413793103448276,,
CapturedFrames_-1.0_1.0_-6.0,-1.0,1.0,-6.0,Y=1.0,4,S,LEFT_KNEE,29,0.13793103448275862,0.337250405469251,0.34017623399862484
CapturedFrames_-1.0_1.0_-6.0,-1.0,1.0,-6.0,Y=1.0,4,S,LEFT_SHOULDER,29,0.20689655172413793,0.5056375597822101,0.5039562272481041
CapturedFrames_-1.0_1.0_-6.0,-1.0,1.0,-6.0,Y=1.0,4,S,LEFT_WRIST,29,0.2413793103448276,0.7108798327482787,0.707527741203071
CapturedFrames_-1.0_1.0_-6.0,-1.0,1.0,-6.0,Y=1.0,4,S,RIGHT_ANKLE,29,0.1724137931034483,0.8078817621632631,0.8110413478880619
CapturedFrames_-1.0_1.0_-6.0,-1.0,1.0,-6.0,Y=1.0,4,S,RIGHT_ELBOW,29,0.13793103448275862,0.4443269169039119,0.44366632713749427
CapturedFrames_-1.0_1.0_-6.0,-1.0,1.0,-6.0,Y=1.0,4,S,RIGHT_HIP,29,0.1724137931034483,,
CapturedFrames_-1.0_1.0_-6.0,-1.0,1.0,-6.0,Y=1.0,4,S,RIGHT_KNEE,29,0.1724137931034483,0.6972613165881351,0.6958642473577149
CapturedFrames_-1.0_1.0_-6.0,-1.0,1.0,-6.0,Y=1.0,4,S,RIGHT_SHOULDER,29,0.1724137931034483,0.35294143669827266,0.3524825150717247
CapturedFrames_-1.0_1.0_-6.0,-1.0,1.0,-6.0,Y=1.0,4,S,RIGHT_WRIST,29,0.13793103448275862,0.539377069282663,0.5335521039042296
CapturedFrames_-1.0_1.0_3.0,-1.0,1.0,3.0,Y=1.0,0,N,LEFT_ANKLE,50,0.12,0.9162991939599412,0.8871373604795031
CapturedFrames_-1.0_1.0_3.0,-1.0,1.0,3.0,Y=1.0,0,N,LEFT_ELBOW,50,0.08,1.0897019814483742,1.0827869118787046
CapturedFrames_-1.0_1.0_3.0,-1.0,1.0,3.0,Y=1.0,0,N,LEFT_HIP,50,0.3,,
CapturedFrames_-1.0_1.0_3.0,-1.0,1.0,3.0,Y=1.0,0,N,LEFT_KNEE,50,0.3,0.8008371500416331,0.7901130266835316
CapturedFrames_-1.0_1.0_3.0,-1.0,1.0,3.0,Y=1.0,0,N,LEFT_SHOULDER,50,0.16,0.997156326836602,0.985599492830294
CapturedFrames_-1.0_1.0_3.0,-1.0,1.0,3.0,Y=1.0,0,N,LEFT_WRIST,50,0.22,1.1763521393246452,1.1790999305940768
CapturedFrames_-1.0_1.0_3.0,-1.0,1.0,3.0,Y=1.0,0,N,RIGHT_ANKLE,50,0.14,1.244959878637182,1.243578512883075
CapturedFrames_-1.0_1.0_3.0,-1.0,1.0,3.0,Y=1.0,0,N,RIGHT_ELBOW,50,0.14,0.6976193878736018,0.6790316262010123
CapturedFrames_-1.0_1.0_3.0,-1.0,1.0,3.0,Y=1.0,0,N,RIGHT_HIP,50,0.22,,
CapturedFrames_-1.0_1.0_3.0,-1.0,1.0,3.0,Y=1.0,0,N,RIGHT_KNEE,50,0.16,0.7583039722680428,0.7574241220606446
CapturedFrames_-1.0_1.0_3.0,-1.0,1.0,3.0,Y=1.0,0,N,RIGHT_SHOULDER,50,0.12,0.7571732904476371,0.7374986611958542
CapturedFrames_-1.0_1.0_3.0,-1.0,1.0,3.0,Y=1.0,0,N,RIGHT_WRIST,50,0.18,0.6792617336692212,0.6582030830210417
CapturedFrames_-1.0_1.0_4.0,-1.0,1.0,4.0,Y=1.0,0,N,LEFT_ANKLE,57,0.21052631578947367,0.9752739436006244,0.9716476062750997
CapturedFrames_-1.0_1.0_4.0,-1.0,1.0,4.0,Y=1.0,0,N,LEFT_ELBOW,57,0.17543859649122806,1.0886955798376383,1.0815866204723816
CapturedFrames_-1.0_1.0_4.0,-1.0,1.0,4.0,Y=1.0,0,N,LEFT_HIP,57,0.21052631578947367,,
CapturedFrames_-1.0_1.0_4.0,-1.0,1.0,4.0,Y=1.0,0,N,LEFT_KNEE,57,0.22807017543859648,0.8727447242336239,0.8658612122283507
CapturedFrames_-1.0_1.0_4.0,-1.0,1.0,4.0,Y=1.0,0,N,LEFT_SHOULDER,57,0.12280701754385964,1.0056331521948843,1.0070779524131168
CapturedFrames_-1.0_1.0_4.0,-1.0,1.0,4.0,Y=1.0,0,N,LEFT_WRIST,57,0.15789473684210525,1.17622108187097,1.1875692606894817
CapturedFrames_-1.0_1.0_4.0,-1.0,1.0,4.0,Y=1.0,0,N,RIGHT_ANKLE,57,0.10526315789473684,1.191332754830495,1.19605338427447
CapturedFrames_-1.0_1.0_4.0,-1.0,1.0,4.0,Y=1.0,0,N,RIGHT_ELBOW,57,0.38596491228070173,0.7554046498542344,0.7512196324705218
CapturedFrames_-1.0_1.0_4.0,-1.0,1.0,4.0,Y=1.0,0,N,RIGHT_HIP,57,0.3157894736842105,,
CapturedFrames_-1.0_1.0_4.0,-1.0,1.0,4.0,Y=1.0,0,N,RIGHT_KNEE,57,0.17543859649122806,0.87923245604225,0.87449343096092
CapturedFrames_-1.0_1.0_4.0,-1.0,1.0,4.0,Y=1.0,0,N,RIGHT_SHOULDER,57,0.14035087719298245,0.8355503777806897,0.8345148028447751
