folder_name,camera_x,camera_y,camera_z,height_label,azimuth_bin,azimuth_label,n_frames,scale_m_per_px,torso_px_median,torso_m_prior,D_x,D_y,D_z,replace_rate,align_mirrored,align_hip_rmse_m,window,k_sigma
CapturedFrames_-4.0_0.5_3.0,-4.0,0.5,3.0,Y=0.5,7,NW,49,0.0036320666905538352,143.97596361273187,0.5229303016781944,-0.9988930704377691,0.035681879749405086,0.030650241254432588,0.06462585034013606,False,0.41532154941968047,7,5.0
CapturedFrames_-4.0_0.5_4.0,-4.0,0.5,4.0,Y=0.5,7,NW,41,0.0038561239993796545,135.61441090342564,0.5229459845464335,-0.981437154956932,0.12436959847132019,-0.14599080055306846,0.07926829268292683,False,0.43236940762685905,7,5.0
CapturedFrames_-4.0_0.5_5.0,-4.0,0.5,5.0,Y=0.5,7,NW,17,0.004950547968862532,105.63075700162395,0.5229301295238011,-0.9996016885673025,0.02386254881307767,-0.015067945365609785,0.11274509803921569,True,0.18618319440234812,7,5.0
CapturedFrames_-4.0_0.5_6.0,-4.0,0.5,6.0,Y=0.5,7,NW,3,0.006295657473634456,83.06198539461403,0.5229298091245178,-0.7501769034402475,-0.10133174060252974,-0.6534267303158505,0.25,False,0.07549011946218866,7,5.0
CapturedFrames_-5.0_0.5_-1.0,-5.0,0.5,-1.0,Y=0.5,6,W,89,0.004581671210187889,114.13520663115045,0.5229299902907878,-0.9994313639784174,-0.01800425102212755,0.028509571048553194,0.09176029962546817,False,0.6762808818731594,7,5.0
CapturedFrames_-5.0_0.5_-2.0,-5.0,0.5,-2.0,Y=0.5,6,W,64,0.004460829842602448,117.22710354113951,0.5229301618381623,-0.9984498171438637,-0.03540389709035796,0.042947953574072044,0.09114583333333333,False,0.5072380423381535,7,5.0
CapturedFrames_-5.0_0.5_-3.0,-5.0,0.5,-3.0,Y=0.5,5,SW,42,0.0041908749020408516,124.7782623355968,0.5229300879425219,-0.9986327048034823,-0.051651470707889724,0.008052730629610838,0.07738095238095238,False,0.3924910221048219,7,5.0
CapturedFrames_-5.0_0.5_-4.0,-5.0,0.5,-4.0,Y=0.5,5,SW,36,0.004587498219126721,113.99030618874255,0.5229303266385661,-0.9968370272261801,-0.07067359194060437,0.03634810246883695,0.12731481481481483,True,0.2903471845331004,7,5.0
CapturedFrames_-5.0_0.5_-5.0,-5.0,0.5,-5.0,Y=0.5,5,SW,11,0.004821590123542704,108.45596063400367,0.5229301886322484,-0.9938692053017115,-0.11051432781352603,0.003253628876933812,0.09090909090909091,False,0.0714058414575064,7,5.0
CapturedFrames_-5.0_0.5_0.0,-5.0,0.5,0.0,Y=0.5,6,W,94,0.0044752941133328885,116.84825412681766,0.5229303038469725,-0.9993811825690289,-0.002705311372510608,0.03507040372318341,0.08953900709219859,True,0.7042585404213111,7,5.0
CapturedFrames_-5.0_0.5_1.0,-5.0,0.5,1.0,Y=0.5,6,W,63,0.004390808850114707,119.09655710302074,0.5229302169461351,-0.9995940446326461,0.012137086301850258,0.02577667688141709,0.0873015873015873,False,0.618708830789583,7,5.0
CapturedFrames_-5.0_0.5_2.0,-5.0,0.5,2.0,Y=0.5,6,W,46,0.004191450798823084,124.76116340435875,0.5229302780132968,-0.9980031880215565,0.016618912529327165,0.06093807057293648,0.08514492753623189,False,0.3644174019382274,7,5.0
CapturedFrames_-5.0_0.5_3.0,-5.0,0.5,3.0,Y=0.5,7,NW,24,0.004244833842847923,123.19200493782454,0.5229295917283661,-0.9916811353405344,-0.007609028100314104,0.12849369051076928,0.07291666666666667,True,0.15183660073024338,7,5.0
CapturedFrames_-5.0_0.5_4.0,-5.0,0.5,4.0,Y=0.5,7,NW,16,0.004693431919567264,111.4174062760661,0.5229300110114826,-0.9952299030992472,-0.007651246650133322,-0.09725686814699415,0.15625,False,0.16172501966743655,7,5.0
CapturedFrames_-5.0_0.5_5.0,-5.0,0.5,5.0,Y=0.5,7,NW,7,0.005203694964209217,100.49213477909588,0.5229304156926151,-0.9966195128897589,0.01546027913616826,0.08068783239380922,0.09523809523809523,False,0.19632119466330666,7,5.0
CapturedFrames_-6.0_0.5_-1.0,-6.0,0.5,-1.0,Y=0.5,6,W,11,0.005585446925546187,93.62366598129806,0.5229300173136044,-0.9998455430550721,-0.01719576977339572,-0.003632565871178933,0.05303030303030303,False,0.6850957387046333,7,5.0
CapturedFrames_-6.0_0.5_-2.0,-6.0,0.5,-2.0,Y=0.5,6,W,12,0.005223289984128155,100.11509557689227,0.5229301759868143,-0.999062908027305,-0.039582198133137854,-0.017508723396462575,0.18055555555555555,False,0.24933817216955426,7,5.0
CapturedFrames_-6.0_0.5_-3.0,-6.0,0.5,-3.0,Y=0.5,5,SW,14,0.005447700033368874,95.99098028650582,0.5229300665099087,-0.9984266802362036,-0.053921706776959115,0.015382253761183677,0.09523809523809523,False,0.2520653226053054,7,5.0
CapturedFrames_-6.0_0.5_-4.0,-6.0,0.5,-4.0,Y=0.5,5,SW,6,0.0053012262887273546,98.64322004411594,0.5229300313025845,-0.9812320732392382,-0.18680791281269024,-0.04781654689741202,0.1388888888888889,False,0.034897681647494835,7,5.0
CapturedFrames_-6.0_0.5_0.0,-6.0,0.5,0.0,Y=0.5,6,W,14,0.005348472990564088,97.77171899508511,0.5229293982862345,-0.9990599110877234,-0.0016631599426519875,0.043318909916979634,0.11904761904761904,False,0.3266791250244159,7,5.0
CapturedFrames_-6.0_0.5_1.0,-6.0,0.5,1.0,Y=0.5,6,W,16,0.005073087405653406,103.07928350468237,0.522930214931381,-0.9998762668490763,0.011070197211465403,0.011175944060976098,0.109375,False,0.22429159821500047,7,5.0
CapturedFrames_-6.0_0.5_2.0,-6.0,0.5,2.0,Y=0.5,6,W,11,0.005092219614957782,102.69186109254002,0.5229295093519521,-0.9984465341613584,-0.032705128127130396,0.04510978846502394,0.09090909090909091,False,0.16452207978033342,7,5.0
CapturedFrames_-6.0_0.5_3.0,-6.0,0.5,3.0,Y=0.5,7,NW,4,0.005087949093573654,102.77822891430745,0.522930396643656,-0.9980054870582707,-0.06306712979465523,0.0027540771681219714,0.125,False,0.033486945823029725,7,5.0
