frame,gt,mp,corr
17,65.9759020936798,88.42229898095377,48.86045727397577
18,66.82173733578814,89.21110100032409,49.64925929334609
19,68.24098966104002,91.41680830804466,51.854966601066664
20,70.19201944603928,93.11257132112252,53.550729614144515
21,72.65592471965336,92.21179077911212,52.64994907213412
22,75.57721781051713,98.31165696348069,58.749815256502686
23,78.4333249539751,103.93622371702135,64.37438201004335
24,80.19768615561563,101.07600612717907,61.51416442020107
25,80.19801313802913,100.12962260184307,60.567780894865066
26,78.31723847036135,103.1674353761366,63.605593669158594
27,75.15415404435055,93.12913593588543,53.56729422890743
28,72.10870709948325,102.09610450121727,62.53426279423927
29,69.74274641108302,95.5288305629115,55.966988855933494
30,67.52055696514648,93.67826224190084,54.11642053492284
31,65.28172847056335,96.00311130108108,56.441269594103076
32,63.51262255661696,92.75360492821305,53.19176322123505
33,62.44336430121557,92.6985690815469,53.136727374568906
34,62.240873152123626,94.19737160092775,54.63552989394975
35,62.05021508646502,96.41139667153324,56.84955496455524
36,61.79863866122516,97.10735353020543,57.54551182322743
37,61.601601660751996,98.97410539538616,59.41226368840816
38,61.38329345221301,100.32729300171584,60.765451294737844
39,61.06189673448638,100.91641161974577,61.35456991276777
40,61.343782064077296,100.14246923560528,60.580627528627275
41,62.251214426380685,100.36956021169873,60.807718504720725
42,63.347289374241846,95.78107206615144,56.21923035917344
43,64.46883152759808,94.4008587846022,54.839017077624206
44,65.28483515045832,99.33843948666366,59.77659777968566
45,65.49514009879138,91.61219515748968,52.05035345051168
46,65.4038007793973,92.53020981178479,52.968368104806785
47,65.51160350185962,89.72055374781546,50.15871204083746
48,65.97583829306012,93.59187923528293,54.03003752830493
49,66.82169839746312,91.78344691680171,52.22160520982371
50,68.24087390809606,88.07031709914382,48.50847539216582
51,70.19225616168076,86.86444710440992,47.30260539743192
52,72.65580106205982,89.31752451872225,49.75568281174425
53,75.57686530362969,82.99660494091428,43.43476323393628
54,78.43312731581403,80.72579976120873,41.16395805423073
55,80.197722901106,83.01473823647343,43.45289652949543
56,80.19798637630852,85.64772491528018,46.08588320830218
57,78.31731066683422,84.95783561591176,45.39599390893376
58,75.15394389580044,85.5687672311089,46.00692552413089
59,72.1089548668289,90.02020978692639,50.458368079948386
60,69.74254812817306,97.79129131209442,58.229449605116415
61,67.5206271356045,95.66128235567716,56.09944064869916
62,65.28147822492001,104.02195825923359,64.46011655225558
63,63.51225889432052,99.83551640571937,60.273674698741374
64,62.443389467078426,97.4099106527277,57.8480689457497
65,62.24089458732433,104.93313762641107,65.37129591943307
66,62.05011485881971,97.19138557051922,57.629543863541215
67,61.79859267980386,102.16024188824345,62.59840018126545
68,61.60174397449191,97.09084451847191,57.52900281149391
69,61.38329345221301,98.50433194462529,58.94249023764729
70,61.061985963301396,101.7880794269909,62.226237720012904
71,61.34372077365993,103.81827589442393,64.25643418744593
72,62.25121442638067,98.31972249367608,58.75788078669808
73,63.34734865283138,100.44373297866154,60.88189127168354
74,64.46868134288763,105.82017482619598,66.25833311921798
75,65.28483515045832,105.61491167321648,66.05306996623848
76,65.49500141179753,105.32531866110389,65.76347695412589
77,65.40405245011667,91.83083890670345,52.26899719972545
78,65.51176215431605,90.77675434157268,51.21491263459468
79,65.97583829306008,92.90753888234573,53.34569717536773
80,66.82185668602268,87.86304506288693,48.301203355908925
81,68.24060514234345,84.72048787579187,45.158646168813874
82,70.19201123606896,82.37870551194047,42.816863804962466
83,72.65575064071568,75.70921445649326,36.147372749515256
84,75.57701611921972,75.6895006246786,36.1276589177006
85,78.43294520783365,81.6537107341827,42.091869027204694
86,80.19768615561561,75.10149856293916,35.539656855961155
87,80.19788709963429,78.38369517718134,38.82185347020334
88,78.31737497657386,87.81516481639318,48.25332310941518
89,75.15403399157042,87.88215447914855,48.32031277217055
90,72.10904406822597,92.15882032464059,52.596978617662586
91,69.74263467977258,101.20829124681686,61.646449539838855
92,67.52069307419987,101.8540707544516,62.2922290474736
93,65.28144430799819,107.1161151293666,67.5542734223886
94,63.51244816504395,106.95183446968028,67.38999276270228
95,62.44362280359797,104.14604794760666,64.58420624062866
96,62.24090905301803,101.51978601707809,61.95794431010009
97,62.049954749445156,98.85182909611333,59.289987389135334
98,61.7985353242593,105.35938725605108,65.79754554907308
99,61.6016824624938,108.04718669593716,68.48534498895916
100,61.38338458489763,114.38950298034895,74.82766127337095
101,61.06189673448633,106.60711297822118,67.04527127124318
102,61.343643751588026,110.16337639055246,70.60153468357446
103,62.251262341347484,107.75484643431652,68.19300472733852
104,63.34714049178818,107.36682477576225,67.80498306878425
