model,split,mean_abs_theta_raw,mean_abs_theta_corr,mean_abs_psi_raw,mean_abs_psi_corr,improvement_theta,improvement_psi
M4S,known,34.70517409200733,9.804078415256855,78.6653301371412,21.69685709558535,71.75038399385309,72.41878085586097
M4S,unknown_Y2,39.11315581699115,10.513172399959176,77.36078963292331,19.284154511604036,73.12113487045157,75.07244354264313
M4U,known,34.70517409200733,47.415042187051924,78.6653301371412,89.50929646264366,-36.62240120550698,-13.784937159225844
M4U,unknown_Y2,39.11315581699115,46.588044890628325,77.36078963292331,90.39929276658589,-19.110933182205677,-16.854149492954022
M2S,known,34.70517409200733,21.722231204765023,78.6653301371412,74.45265529436176,37.409242935428196,5.355186122571746
M2S,unknown_Y2,39.11315581699115,25.714666175910352,77.36078963292331,72.35113375669246,34.25571105479646,6.475704164863948
M2U,known,34.70517409200733,50.442116594686944,78.6653301371412,92.18551332516353,-45.34465800678365,-17.186965546895845
M2U,unknown_Y2,39.11315581699115,50.208627709805064,77.36078963292331,93.6972937242797,-28.367621228849877,-21.117292324539402
