joint,metric,height_bin,azimuth_bin,height_label,n_azimuth,n_distance,model,bias_mean,bias_median,bias_std,n,reliability_weight
L_Hip,angle_mae,2,6,Y=1.5,8,1,Model4_ViewBin,14.924761407625907,13.931979853723554,5.032617169826054,12,0.10098317311168092
R_Hip,angle_mae,2,6,Y=1.5,8,1,Model4_ViewBin,46.02253733583917,46.493806190895675,6.657842471861927,12,0.095658037566722
L_Knee,angle_mae,2,6,Y=1.5,8,1,Model4_ViewBin,19.089270254001004,19.06645563735338,10.043640058999559,12,0.08544900829351444
R_Knee,angle_mae,2,6,Y=1.5,8,1,Model4_ViewBin,14.681537163832303,14.278034965515793,7.124294271069043,12,0.09418221186681579
L_Shoulder,angle_mae,2,7,Y=1.5,8,1,Model4_ViewBin,36.85867303294889,36.57920354469724,1.857393743526821,7,0.06569025894410566
R_Shoulder,angle_mae,2,7,Y=1.5,8,1,Model4_ViewBin,30.505709858983746,27.884798013383605,4.899099445325979,7,0.059356430190302484
L_Elbow,angle_mae,2,7,Y=1.5,8,1,Model4_ViewBin,8.74975619413726,8.939535115588452,1.5712473616393836,7,0.06631982429930196
R_Elbow,angle_mae,2,7,Y=1.5,8,1,Model4_ViewBin,10.542884504255909,10.126686815477113,1.773017096496329,7,0.06587527646785499
L_Hip,angle_mae,2,7,Y=1.5,8,1,Model4_ViewBin,15.721613958718125,15.74906326809544,1.513001367556539,7,0.06644871151467152
R_Hip,angle_mae,2,7,Y=1.5,8,1,Model4_ViewBin,58.691092359292306,59.11696291058514,2.8447804894081776,7,0.06356339518680386
L_Knee,angle_mae,2,7,Y=1.5,8,1,Model4_ViewBin,19.39256233216732,19.207757261863897,3.3385251100535025,7,0.06252582073933745
R_Knee,angle_mae,2,7,Y=1.5,8,1,Model4_ViewBin,18.02696585655736,19.19459735321834,4.980173340484832,7,0.0591962381776956
L_Shoulder,angle_mae,3,0,Y=2.0,8,1,Model4_ViewBin,32.26534754461977,31.286322162586263,4.05674472196402,7,0.06104668806441047
R_Shoulder,angle_mae,3,0,Y=2.0,8,1,Model4_ViewBin,36.086053180412335,37.02663878814348,2.5280269957401704,7,0.06423808165703335
L_Elbow,angle_mae,3,0,Y=2.0,8,1,Model4_ViewBin,17.57335365501809,17.562045338364225,4.192959411356344,7,0.060770134528659106
R_Elbow,angle_mae,3,0,Y=2.0,8,1,Model4_ViewBin,7.533586905277963,7.79329766921132,1.0220562802676174,7,0.06754508027688726
L_Hip,angle_mae,3,0,Y=2.0,8,1,Model4_ViewBin,57.58899443718725,63.33918928330803,13.041216712172808,7,0.04524791310483843
R_Hip,angle_mae,3,0,Y=2.0,8,1,Model4_ViewBin,16.492055902334013,14.313478556637598,7.982621982604831,7,0.053558599603641885
L_Knee,angle_mae,3,0,Y=2.0,8,1,Model4_ViewBin,14.917570973658318,15.381901700053046,3.143211455142162,7,0.06293422028275818
R_Knee,angle_mae,3,0,Y=2.0,8,1,Model4_ViewBin,23.428019236639816,24.528718345211896,2.9243816392266826,7,0.06339496143285712
L_Shoulder,angle_mae,3,1,Y=2.0,8,1,Model4_ViewBin,45.69163378582765,46.65498654809928,7.705207329200624,13,0.09999127997260439
R_Shoulder,angle_mae,3,1,Y=2.0,8,1,Model4_ViewBin,45.50200108531893,45.69939373507966,4.792817460403771,12,0.10179359898037986
L_Elbow,angle_mae,3,1,Y=2.0,8,1,Model4_ViewBin,11.700482290630477,12.649516001764292,3.2232925275510915,13,0.11610328025018563
R_Elbow,angle_mae,3,1,Y=2.0,8,1,Model4_ViewBin,27.206909357669897,28.26070243028324,11.072505479265471,12,0.08256817285864532
L_Hip,angle_mae,3,1,Y=2.0,8,1,Model4_ViewBin,52.34599301021064,55.18001074174456,8.470563232130813,13,0.09747258105262413
R_Hip,angle_mae,3,1,Y=2.0,8,1,Model4_ViewBin,12.381942933101161,12.666180530336812,4.372517686941111,13,0.11173976452193671
L_Knee,angle_mae,3,1,Y=2.0,8,1,Model4_ViewBin,15.037031002067268,15.467851894080908,2.21325473289886,13,0.1200787849322567
R_Knee,angle_mae,3,1,Y=2.0,8,1,Model4_ViewBin,25.13564013398529,25.454020420451613,3.378254959496895,13,0.11550510493641061
L_Shoulder,angle_mae,3,2,Y=2.0,8,1,Model4_ViewBin,43.71360278656229,44.27552012060319,5.310286226621487,11,0.09178499585442719
R_Shoulder,angle_mae,3,2,Y=2.0,8,1,Model4_ViewBin,47.7941887283326,46.97150267488944,5.719376496830279,11,0.09054187927393437
L_Elbow,angle_mae,3,2,Y=2.0,8,1,Model4_ViewBin,11.452542951668939,12.236864996380165,3.8064890648976957,11,0.09650312704911353
R_Elbow,angle_mae,3,2,Y=2.0,8,1,Model4_ViewBin,33.91330626376252,34.21136777300961,7.634605012166871,11,0.08494224437207744
L_Hip,angle_mae,3,2,Y=2.0,8,1,Model4_ViewBin,43.774734060764104,43.833573115400384,8.013680199711953,11,0.08387568045449069
R_Hip,angle_mae,3,2,Y=2.0,8,1,Model4_ViewBin,16.488036708579816,16.169948416917986,5.287591882819495,11,0.09185445546517905
L_Knee,angle_mae,3,2,Y=2.0,8,1,Model4_ViewBin,16.496470290003092,15.891320340661135,2.6628031136264227,11,0.10025312898462645
R_Knee,angle_mae,3,2,Y=2.0,8,1,Model4_ViewBin,27.03463920834254,23.302627267108534,12.374575765655965,11,0.07252798754332997
L_Shoulder,angle_mae,3,3,Y=2.0,8,1,Model4_ViewBin,34.28979232081855,33.97541812553381,3.7370217919719333,12,0.10543982517511656
R_Shoulder,angle_mae,3,3,Y=2.0,8,1,Model4_ViewBin,39.02005315333384,41.71855183767236,6.918307084529736,12,0.09483111470674956
L_Elbow,angle_mae,3,3,Y=2.0,8,1,Model4_ViewBin,25.51946248900644,23.715223066937817,12.73978566078281,12,0.07810454765297047
R_Elbow,angle_mae,3,3,Y=2.0,8,1,Model4_ViewBin,32.3899557335723,34.345230030505896,5.590231670652794,12,0.09912352008711356
L_Hip,angle_mae,3,3,Y=2.0,8,1,Model4_ViewBin,27.874172076308884,30.05030292367962,10.926040681333742,12,0.08297226951335136
R_Hip,angle_mae,3,3,Y=2.0,8,1,Model4_ViewBin,23.06964668297287,26.030855493101328,9.992830810086431,12,0.08559385091236205
L_Knee,angle_mae,3,3,Y=2.0,8,1,Model4_ViewBin,17.379815563133157,18.093367003796374,5.514374941605143,12,0.09937447676613374
R_Knee,angle_mae,3,3,Y=2.0,8,1,Model4_ViewBin,20.030585749542745,20.125096407399973,6.349621875940785,12,0.09664589609443053
L_Shoulder,angle_mae,3,4,Y=2.0,8,1,Model4_ViewBin,43.55762630844148,43.827329613000295,4.349247040651958,10,0.08621720116799202
R_Shoulder,angle_mae,3,4,Y=2.0,8,1,Model4_ViewBin,31.925550788650472,31.50482286292088,4.667312870628986,11,0.09377340486783496
L_Elbow,angle_mae,3,4,Y=2.0,8,1,Model4_ViewBin,36.78875457007974,31.932691780330376,10.17699664155883,10,0.07099513739096396
R_Elbow,angle_mae,3,4,Y=2.0,8,1,Model4_ViewBin,16.30930879859986,15.522291974950711,6.369190285464393,11,0.08860178804082236
L_Hip,angle_mae,3,4,Y=2.0,8,1,Model4_ViewBin,25.813495281971754,23.657844464144823,9.275403428520121,11,0.080421235707084
R_Hip,angle_mae,3,4,Y=2.0,8,1,Model4_ViewBin,47.94174890445086,43.54541718187584,9.232544344036173,11,0.08053621050061763
L_Knee,angle_mae,3,4,Y=2.0,8,1,Model4_ViewBin,21.77542508034536,20.87427155080979,2.9731465095707206,11,0.09922137825262616
R_Knee,angle_mae,3,4,Y=2.0,8,1,Model4_ViewBin,19.537894231923822,18.179859035500588,2.6369345522895236,11,0.10033961307346222
L_Shoulder,angle_mae,3,5,Y=2.0,8,1,Model4_ViewBin,49.3045859305991,50.13443921697525,4.482066578606467,5,0.043025283814487655
R_Shoulder,angle_mae,3,5,Y=2.0,8,1,Model4_ViewBin,46.621918953885526,47.71262451992473,3.5700217441188618,8,0.07087344038051878
L_Elbow,angle_mae,3,5,Y=2.0,8,1,Model4_ViewBin,27.0670336286805,27.29314076269181,1.6830242318903261,5,0.04723283701309393
R_Elbow,angle_mae,3,5,Y=2.0,8,1,Model4_ViewBin,14.18873533762232,13.981548457941205,3.6576575080323,8,0.07066670754439894
L_Hip,angle_mae,3,5,Y=2.0,8,1,Model4_ViewBin,20.83487775812933,19.704694244781727,5.506422579601562,8,0.0664433072882165
R_Hip,angle_mae,3,5,Y=2.0,8,1,Model4_ViewBin,57.59365907716348,53.42930967586751,10.739470368570359,8,0.055807827413529874
L_Knee,angle_mae,3,5,Y=2.0,8,1,Model4_ViewBin,18.752626956606026,19.76184329616293,5.257178918571424,8,0.06699762587830012
R_Knee,angle_mae,3,5,Y=2.0,8,1,Model4_ViewBin,16.267696613960364,16.235558865393706,1.4225012975023135,8,0.07613284473904264
L_Shoulder,angle_mae,3,6,Y=2.0,8,1,Model4_ViewBin,45.86132707577678,46.607642782880696,8.34996406024752,11,0.08294072914069257
R_Shoulder,angle_mae,3,6,Y=2.0,8,1,Model4_ViewBin,46.7822800413766,47.952157020002815,5.011113961511109,13,0.10938634818919866
L_Elbow,angle_mae,3,6,Y=2.0,8,1,Model4_ViewBin,27.745839995088705,30.05303970285416,10.49366728106636,11,0.07722084796511293
R_Elbow,angle_mae,3,6,Y=2.0,8,1,Model4_ViewBin,15.475125960718746,15.350713411349416,4.376577660703463,13,0.11172464352806809
L_Hip,angle_mae,3,6,Y=2.0,8,1,Model4_ViewBin,19.28132753534147,16.67620763125655,5.401713170558265,13,0.10797137228305545
R_Hip,angle_mae,3,6,Y=2.0,8,1,Model4_ViewBin,58.255219860661626,60.63048701526152,7.432171000623302,13,0.10090547553801801
L_Knee,angle_mae,3,6,Y=2.0,8,1,Model4_ViewBin,18.725081111781655,19.78049245246011,4.889116748440491,13,0.10983208153293729
R_Knee,angle_mae,3,6,Y=2.0,8,1,Model4_ViewBin,17.6161796066477,16.775099726503587,3.4579435427070817,13,0.11519869746399965
L_Shoulder,angle_mae,3,7,Y=2.0,8,1,Model4_ViewBin,37.11181382459171,36.25051603449539,2.941596966639248,9,0.08137446528555198
R_Shoulder,angle_mae,3,7,Y=2.0,8,1,Model4_ViewBin,32.00688378442716,28.362849601864223,7.819543718309967,9,0.06916281097158997
L_Elbow,angle_mae,3,7,Y=2.0,8,1,Model4_ViewBin,12.522283896869189,8.833915695011461,8.321222810857831,8,0.06049268131391263
R_Elbow,angle_mae,3,7,Y=2.0,8,1,Model4_ViewBin,12.739307476778897,11.504102719862024,3.3370515863612713,9,0.08030884054540897
L_Hip,angle_mae,3,7,Y=2.0,8,1,Model4_ViewBin,13.640078906683016,13.587459968524938,4.841204345274384,9,0.07638155830259892
R_Hip,angle_mae,3,7,Y=2.0,8,1,Model4_ViewBin,63.90972319808121,65.58972150280064,6.516161166672576,9,0.07223389456252036
L_Knee,angle_mae,3,7,Y=2.0,8,1,Model4_ViewBin,18.932839111314095,18.082946564181213,6.103018064343412,9,0.07323554029235506
R_Knee,angle_mae,3,7,Y=2.0,8,1,Model4_ViewBin,17.809460857515525,19.643938602012543,4.434179974594497,9,0.07742492541841914
