joint_short,raw_theta,corr_theta,improvement
L_Elbow,60.02438152127861,4.734227635018439,92.11282563013138
L_Hip,44.02778013305265,24.716240231435616,43.86217030079022
L_Knee,15.19779396304177,4.657960545989696,69.35107452228266
L_Shoulder,10.312358863868702,2.22728253665432,78.40181314424555
R_Elbow,60.52206198019883,5.236639460728142,91.34755279415062
R_Hip,62.504613209819155,30.524732392577505,51.16403282088909
R_Knee,15.870613390057887,4.396114905951421,72.30028356241506
R_Shoulder,9.181789674741,1.9394296136996987,78.87743367684573
