joint_short,height_bin,azimuth_bin,raw_abs_theta,signed_mean,n_test,bias_signed_theta,abs_bias,n_calib,corr_abs_theta,improvement,r2,n
L_Knee,1,0,6.094040567211637,-0.09058369868490566,273,-1.7152618838387006,8.114981102667542,502,7.809302451050338,-28.146545217757364,0.914258954181844,14
L_Knee,1,1,11.900520523020818,-2.625071450384515,90,0.3416536369917909,11.298262930329182,767,11.558866886029026,2.870913388459639,0.9544334331873155,12
L_Knee,1,2,12.750432317521069,9.647025796997857,55,9.345942346585568,12.78594069658129,740,3.4044899709355008,73.2990232318852,0.2054184873635108,12
L_Knee,1,3,19.85941919872528,19.729974124860693,80,18.342112186986675,19.267798961352877,371,1.5173070117386054,92.35976139807755,0.7174754862867136,15
L_Knee,1,4,24.88287499847451,24.49416319927884,70,25.027783691947374,26.4519701357065,448,0.14490869347286406,99.41763685473745,0.8686683354756525,14
L_Knee,1,5,23.576124987134534,22.586434796590595,156,24.272549404306716,25.020513389650482,245,0.6964244171721816,97.04606071798389,0.6424095290544523,10
L_Knee,1,7,12.588644889727272,12.19676891548815,56,13.454948742929343,13.677946427837334,359,0.866303853202071,93.11837087477937,0.936976918542754,12
L_Knee,2,0,8.104809013044305,-2.1865865704735516,213,-4.2810262657785705,9.608664590601409,566,12.385835278822874,-52.82081612149603,0.7981015005183925,12
L_Knee,2,1,11.924961370584926,-0.7334492332456404,123,0.26995459485093376,12.117922371198157,703,11.655006775733993,2.2637775206284947,0.2019043972144925,13
L_Knee,2,2,11.85606575104181,7.646565289818222,273,8.673411944439108,12.007965474796373,460,3.1826538066027013,73.15590286496987,0.3998202523347922,12
L_Knee,2,3,19.840030015288136,19.84003001528814,82,20.83323149645587,20.83323149645587,396,0.9932014811677341,94.99395172082701,0.9291123623055216,9
L_Knee,2,4,23.877318539444033,23.87731853944403,64,23.536028279363023,24.317607175025614,503,0.34129026008100993,98.57065080604752,0.6556861675017227,11
L_Knee,2,6,31.483865092930163,31.119267150559747,24,23.71731854268245,25.79121311115859,531,7.766546550247714,75.33166106726927,0.3814883521971102,12
