lambda,mean_abs_theta_raw,mean_abs_theta_corr,mean_abs_psi_raw,mean_abs_psi_corr,improvement_theta,improvement_psi
0.0,34.70517409200733,34.70517409200733,78.6653301371412,78.6653301371412,0.0,0.0
0.25,34.70517409200733,27.361929963804457,78.6653301371412,62.42484952112963,21.15893183170644,20.645029503720032
0.5,34.70517409200733,20.24775928282362,78.6653301371412,46.6280961466146,41.65780805725243,40.72598937127002
0.75,34.70517409200733,13.799044969810126,78.6653301371412,31.752701793660773,60.23922849881893,59.63571024451978
1.0,34.70517409200733,9.804078415256855,78.6653301371412,21.69685709558535,71.75038399385309,72.41878085586097
1.25,34.70517409200733,13.213391715544978,78.6653301371412,31.52531911905847,61.926738415099756,59.924760928227464
1.5,34.70517409200733,19.933919170094434,78.6653301371412,47.9284719365218,42.56211158241891,39.072941214426095
