frame_id,landmark,x,y,z,visibility,image_path
7,NOSE,0.7030338048934937,0.2534135580062866,-0.025392338633537292,0.9999333620071411,JPEG_OUTPUT/CapturedFrames_-6.0_0.5_-4.0/frame_0007.jpg
7,LEFT_EYE_INNER,0.7055922746658325,0.24548722803592682,-0.03396866098046303,0.999849796295166,JPEG_OUTPUT/CapturedFrames_-6.0_0.5_-4.0/frame_0007.jpg
7,LEFT_EYE,0.7063771486282349,0.24536922574043274,-0.03398215025663376,0.9999163150787354,JPEG_OUTPUT/CapturedFrames_-6.0_0.5_-4.0/frame_0007.jpg
7,LEFT_EYE_OUTER,0.7071478962898254,0.2452140748500824,-0.03397427126765251,0.9998816251754761,JPEG_OUTPUT/CapturedFrames_-6.0_0.5_-4.0/frame_0007.jpg
7,RIGHT_EYE_INNER,0.7050800323486328,0.2452743798494339,-0.02135551907122135,0.9998152852058411,JPEG_OUTPUT/CapturedFrames_-6.0_0.5_-4.0/frame_0007.jpg
7,RIGHT_EYE,0.7055119872093201,0.2450331151485443,-0.021338114514946938,0.9998593330383301,JPEG_OUTPUT/CapturedFrames_-6.0_0.5_-4.0/frame_0007.jpg
7,RIGHT_EYE_OUTER,0.7060528993606567,0.2447335124015808,-0.021349187940359116,0.9997735619544983,JPEG_OUTPUT/CapturedFrames_-6.0_0.5_-4.0/frame_0007.jpg
7,LEFT_EAR,0.7129001617431641,0.24800707399845123,-0.05402519181370735,0.999889612197876,JPEG_OUTPUT/CapturedFrames_-6.0_0.5_-4.0/frame_0007.jpg
7,RIGHT_EAR,0.7115032076835632,0.24675506353378296,0.0021396749652922153,0.9996926784515381,JPEG_OUTPUT/CapturedFrames_-6.0_0.5_-4.0/frame_0007.jpg
7,MOUTH_LEFT,0.7062299847602844,0.259039044380188,-0.03119625523686409,0.9998524188995361,JPEG_OUTPUT/CapturedFrames_-6.0_0.5_-4.0/frame_0007.jpg
7,MOUTH_RIGHT,0.7055471539497375,0.2591208815574646,-0.014861734583973885,0.9996984004974365,JPEG_OUTPUT/CapturedFrames_-6.0_0.5_-4.0/frame_0007.jpg
