camera,joint,status,lag,mae_raw,mae_corr
CapturedFrames_-3.0_0.5_-3.0,R_Shoulder,ok,18.0,32.96077612585715,3.873634432870847
CapturedFrames_-3.0_0.5_-3.0,L_Hip,ok,-19.0,13.368907728005373,21.928399990147348
CapturedFrames_-3.0_0.5_-3.0,R_Hip,ok,-2.0,12.248203830319078,7.327557053533576
CapturedFrames_-3.0_0.5_-4.0,L_Elbow,ok,7.0,16.389889741004,22.78431016889291
CapturedFrames_-3.0_0.5_-4.0,R_Elbow,ok,-3.0,5.405472675113434,7.166016556575772
CapturedFrames_-3.0_0.5_-4.0,L_Knee,ok,1.0,11.390769585664543,13.029276100907218
CapturedFrames_-3.0_0.5_-4.0,R_Knee,ok,1.0,15.418400556848798,12.735459714021772
CapturedFrames_-3.0_0.5_-4.0,L_Shoulder,ok,-15.0,34.96389070695715,11.289320095989767
CapturedFrames_-3.0_0.5_-4.0,R_Shoulder,ok,-3.0,32.03515460001284,5.260294386219605
CapturedFrames_-3.0_0.5_-4.0,L_Hip,ok,-20.0,16.190849867197116,23.458253164122752
CapturedFrames_-3.0_0.5_-4.0,R_Hip,ok,-4.0,11.731770753790292,8.023036617265213
CapturedFrames_-3.0_0.5_-5.0,L_Elbow,ok,5.0,19.411059839212452,26.545062393055616
CapturedFrames_-3.0_0.5_-5.0,R_Elbow,ok,14.0,6.981463736184047,3.9010191625230526
CapturedFrames_-3.0_0.5_-5.0,L_Knee,ok,1.0,12.20684286988288,15.239396344161538
CapturedFrames_-3.0_0.5_-5.0,R_Knee,ok,1.0,13.191268507592985,15.450363292883582
CapturedFrames_-3.0_0.5_-5.0,L_Shoulder,ok,15.0,37.28236622488505,14.320162825504962
CapturedFrames_-3.0_0.5_-5.0,R_Shoulder,ok,12.0,27.942536661744413,2.3737824190710013
CapturedFrames_-3.0_0.5_-5.0,L_Hip,ok,7.0,15.187319286372787,23.64984976115134
CapturedFrames_-3.0_0.5_-5.0,R_Hip,ok,-2.0,9.790896712049262,5.892130117431067
CapturedFrames_-3.0_0.5_-6.0,L_Elbow,ok,19.0,18.517957184810047,27.336382897347143
CapturedFrames_-3.0_0.5_-6.0,R_Elbow,ok,0.0,4.789389687210839,8.20797540766969
CapturedFrames_-3.0_0.5_-6.0,L_Knee,ok,-14.0,12.924243109099407,13.668476649824736
CapturedFrames_-3.0_0.5_-6.0,R_Knee,ok,1.0,13.670409575832387,17.36657694645647
CapturedFrames_-3.0_0.5_-6.0,L_Shoulder,ok,14.0,41.24622426352647,12.883974500502074
CapturedFrames_-3.0_0.5_-6.0,R_Shoulder,ok,0.0,31.302495228964183,4.515947001090116
CapturedFrames_-3.0_0.5_-6.0,L_Hip,ok,7.0,12.992908327211614,21.39103864528357
CapturedFrames_-3.0_0.5_-6.0,R_Hip,ok,-1.0,6.967351261879623,5.080579673236632
CapturedFrames_-3.0_0.5_0.0,L_Elbow,ok,1.0,9.523603774460963,9.179317730739655
CapturedFrames_-3.0_0.5_0.0,R_Elbow,ok,-1.0,7.478888233136129,26.0478312583104
CapturedFrames_-3.0_0.5_0.0,L_Knee,ok,1.0,12.610464850541062,16.433631635764392
CapturedFrames_-3.0_0.5_0.0,R_Knee,ok,1.0,13.943023464510796,11.756024235327986
CapturedFrames_-3.0_0.5_0.0,L_Shoulder,ok,-7.0,32.76108480848652,8.853660926624938
CapturedFrames_-3.0_0.5_0.0,R_Shoulder,ok,3.0,33.52188136889922,6.291769007295184
CapturedFrames_-3.0_0.5_0.0,L_Hip,ok,-4.0,11.059527385373078,15.224843425190041
CapturedFrames_-3.0_0.5_0.0,R_Hip,ok,-7.0,15.586641359632017,18.33481137471626
CapturedFrames_-3.0_0.5_1.0,L_Elbow,ok,1.0,6.996392524428962,9.240736734620809
CapturedFrames_-3.0_0.5_1.0,R_Elbow,ok,0.0,18.17172602177464,38.898645964165674
CapturedFrames_-3.0_0.5_1.0,L_Knee,ok,2.0,16.553832210391622,22.896145047249632
CapturedFrames_-3.0_0.5_1.0,R_Knee,ok,1.0,11.807270815460287,14.315701641819487
CapturedFrames_-3.0_0.5_1.0,L_Shoulder,ok,-2.0,31.611820841990756,8.298125263785336
CapturedFrames_-3.0_0.5_1.0,R_Shoulder,ok,4.0,40.12828496821841,7.733880390569334
CapturedFrames_-3.0_0.5_1.0,L_Hip,ok,-3.0,10.877860508505442,10.490382823868607
CapturedFrames_-3.0_0.5_1.0,R_Hip,ok,8.0,17.165745904248,25.877491495153407
CapturedFrames_-3.0_0.5_2.0,L_Elbow,ok,1.0,7.85970512208567,10.522472947507218
CapturedFrames_-3.0_0.5_2.0,R_Elbow,ok,0.0,25.188166058509776,47.476630981067466
CapturedFrames_-3.0_0.5_2.0,L_Knee,ok,2.0,15.70126189179323,23.047126688790332
