angle,raw_full,z_travel_full,z_bearing_full,phase_only_full,two_level_full,raw_trunc,z_travel_trunc,z_bearing_trunc,phase_only_trunc,two_level_trunc
L_KNEE,15.326309259640901,8.273581829546963,11.373404482672246,15.494264485702917,13.147212531322868,15.55491313167285,17.09079667215692,11.200240018500384,13.665492732847046,13.14765358904766
R_KNEE,13.342603270938278,7.714043260453225,9.247791546740002,16.118688920465814,12.417295116208328,11.10879662359371,20.534093866112542,8.185418260942072,13.142824904648082,9.656694760946474
L_ELBOW,40.933123319116596,8.922461202940658,8.860579748346225,14.845366375892315,11.090896615976737,36.43083458561985,11.296557023935229,7.164155747667254,12.509843568499338,9.191278290695246
R_ELBOW,16.084503981667243,4.604489136002999,4.99055279889993,9.527597082003277,4.9308805823320805,18.515869807394616,11.575270902662888,5.926206546487246,9.827165649725,5.626642240729497
