folder,status,frames,with_landmarks,out_path
CapturedFrames_3.0_1.0_0.0,ok,105,91,C:\projects\MOTIONTRACK\bias_evaluation_,mediapipe_unity_ieej2026\02_mediapipe_v2\overlay_videos\Y=1.0\CapturedFrames_3.0_1.0_0.0_mp_overlay.mp4
