joint,metric,height_bin,azimuth_bin,height_label,n_azimuth,n_distance,model,bias_mean,bias_median,bias_std,n,reliability_weight
R_Hip,angle_mae,0,1,Y=0.5,8,1,Model4_ViewBin,14.722026155979215,14.578975691441036,2.1886504320399935,13,0.12017730714627883
L_Knee,angle_mae,0,1,Y=0.5,8,1,Model4_ViewBin,10.383966562524604,11.17831906978907,2.4155528957684376,13,0.11927178498064117
R_Knee,angle_mae,0,1,Y=0.5,8,1,Model4_ViewBin,11.272170850339169,11.670355381750518,3.455227886259406,13,0.11520912593884618
L_Shoulder,angle_mae,0,2,Y=0.5,8,1,Model4_ViewBin,37.8047655015208,36.6901864239492,5.797640031883851,12,0.0984405820297336
R_Shoulder,angle_mae,0,2,Y=0.5,8,1,Model4_ViewBin,38.35671821881428,38.83523463980569,4.1450283171811275,12,0.10401552794867726
L_Elbow,angle_mae,0,2,Y=0.5,8,1,Model4_ViewBin,10.01972770373046,8.722329093125305,4.169335719610257,12,0.1039312838393197
R_Elbow,angle_mae,0,2,Y=0.5,8,1,Model4_ViewBin,23.55514850618611,25.512666421588705,6.494807464464366,12,0.09617930633015827
L_Hip,angle_mae,0,2,Y=0.5,8,1,Model4_ViewBin,10.711125469780475,10.518028555837832,2.1036795120576675,12,0.11133961839509615
R_Hip,angle_mae,0,2,Y=0.5,8,1,Model4_ViewBin,18.423919615596112,17.927202610265233,2.260798116185996,12,0.1107580251954616
L_Knee,angle_mae,0,2,Y=0.5,8,1,Model4_ViewBin,12.478055033110047,13.03860704173488,3.2179275578112976,12,0.1072801410590481
R_Knee,angle_mae,0,2,Y=0.5,8,1,Model4_ViewBin,10.192234282955381,10.287316402543073,2.020892974511414,12,0.11164729010105869
L_Shoulder,angle_mae,0,3,Y=0.5,8,1,Model4_ViewBin,31.688341344045256,29.873515026886054,5.70177705777538,8,0.0660120463705497
R_Shoulder,angle_mae,0,3,Y=0.5,8,1,Model4_ViewBin,37.03367842416946,37.3025748066572,4.939045219881794,8,0.06771187973940444
L_Elbow,angle_mae,0,3,Y=0.5,8,1,Model4_ViewBin,11.39212292384995,7.852812043680391,7.666268651086107,8,0.061827867486477985
R_Elbow,angle_mae,0,3,Y=0.5,8,1,Model4_ViewBin,27.0699434282389,27.98348001543132,5.067116768359568,8,0.06742343037048538
L_Hip,angle_mae,0,3,Y=0.5,8,1,Model4_ViewBin,11.977289348575187,12.53845777456075,2.7876194426677965,8,0.07274613906033697
R_Hip,angle_mae,0,3,Y=0.5,8,1,Model4_ViewBin,19.371164731831513,21.353540784643613,8.536777150629497,8,0.060059590421453
L_Knee,angle_mae,0,3,Y=0.5,8,1,Model4_ViewBin,20.918338858434943,21.60601152214702,2.8420700705088815,8,0.07261422304688547
