frame,gt,mp,corr
0,163.74272925538645,,
1,163.74272925538645,,
2,166.16522254107238,,
3,166.17598377156855,,
4,166.29195745587435,,
5,166.6944003233071,,
6,167.56172320850968,,
7,169.0574382318063,143.95570742145642,128.20907108330226
8,171.1035737190423,140.2802229456307,124.53358660747654
9,172.47584605856318,142.30207075025072,126.55543441209656
10,172.54109445997582,149.03637551016004,133.28973917200588
11,171.72433046991074,146.0729437562796,130.32630741812545
12,170.1621863955829,,
13,168.01917322543719,,
14,165.50819629710094,,
15,162.74430836085273,,
16,159.4764717494112,,
17,155.37915034257514,,
18,150.12119864073682,,
19,143.23222057006635,,
20,135.97609555651422,,
21,129.86300364579657,115.66044559578744,99.91380925763328
22,124.40849847915487,110.32515014277006,94.5785138046159
23,120.51901330920707,109.84761875149674,94.10098241334258
24,119.08134488553374,104.22208953880087,88.47545320064671
25,119.63463725338,111.57688043447831,95.83024409632415
26,121.81595850273288,,
27,125.99313304851788,,
28,132.62791949704317,,
29,142.12515027738036,,
30,151.81151318802324,,
31,158.98444768152262,,
32,163.74286217776285,,
33,166.16539129505625,,
34,166.17590091969686,,
35,166.29175180712093,,
36,166.69437342506538,160.71894658485886,144.9723102467047
37,167.56148930837074,151.67448118028855,135.9278448421344
38,169.0574501106399,152.52559549611303,136.77895915795887
39,171.1034694606927,152.6423434635601,136.89570712540595
40,172.4758389701829,157.17239163760587,141.4257552994517
41,172.54092415840523,155.78297795727653,140.03634161912237
42,171.72434416625697,160.95699978250067,145.2103634443465
43,170.16235199733592,159.85083608569698,144.10419974754282
46,162.74473211964832,,
51,135.9761706822715,,
52,129.8631486538302,121.02830850485726,105.2816721667031
53,124.40854270867703,116.38873868309028,100.64210234493612
