folder_name,camera_x,camera_y,camera_z,L_Elbow,R_Elbow,L_Knee,R_Knee,L_Shoulder,R_Shoulder,L_Hip,R_Hip
CapturedFrames_-1.0_1.0_-3.0,-1.0,1.0,-3.0,32.10407950012771,17.799108373438457,56.32788665978025,68.5103401945297,98.71601762276171,48.08878254424023,41.95581054567326,30.743028073468807
CapturedFrames_-1.0_1.0_-4.0,-1.0,1.0,-4.0,26.0121665504455,15.332042986587652,54.31712492845868,70.27662354400275,42.77027712474988,38.55914137578863,48.67040487124669,29.060207094082415
CapturedFrames_-1.0_1.0_-5.0,-1.0,1.0,-5.0,29.679730496487934,17.901755992729846,55.920936750303866,68.36944968955997,35.99818276920146,39.639322858971994,39.21468775754205,29.38325050645065
CapturedFrames_-1.0_1.0_-6.0,-1.0,1.0,-6.0,32.00406804500699,15.954248014429282,52.39505119345203,66.38956119112198,34.5450153589342,35.03845121327036,27.509754522300923,25.961254642403475
CapturedFrames_-1.0_1.0_3.0,-1.0,1.0,3.0,39.26074591799838,63.07781714414163,39.68700370936024,42.040787400216956,35.89194008301918,51.94513432940195,35.059485837710334,32.64806100116678
CapturedFrames_-1.0_1.0_4.0,-1.0,1.0,4.0,45.0364524222591,53.03419839788042,48.02211947170932,40.73746158862147,35.946806745603624,49.803540492413575,28.1507990160852,39.201411091468
CapturedFrames_-1.0_1.0_5.0,-1.0,1.0,5.0,45.331440364442,63.369364110560184,42.49966811621803,35.56314149581267,42.971529694201905,50.74810104390163,19.970319466952688,28.49093218706551
CapturedFrames_-1.0_1.0_6.0,-1.0,1.0,6.0,29.573946320122786,29.687629867904832,32.763624380618936,25.051791520861713,35.468598789915134,37.43307699426673,13.645763511232516,10.191578800732543
CapturedFrames_-2.0_1.0_-3.0,-2.0,1.0,-3.0,39.85562577150354,14.568454484769632,41.8658285827762,64.48627770640742,49.09474596222957,63.930701588341904,38.38705519847733,46.67388119072365
CapturedFrames_-2.0_1.0_-4.0,-2.0,1.0,-4.0,35.196191980116396,16.174175929673112,42.32318973795407,61.20658214053147,41.97955411434961,41.60823198676316,49.203303045182146,38.66827422282438
CapturedFrames_-2.0_1.0_-5.0,-2.0,1.0,-5.0,30.83419874260312,13.240213468439777,47.222558609190315,56.896639531675845,47.71230149559298,36.568926256074775,28.109211533007382,30.038675802915506
CapturedFrames_-2.0_1.0_-6.0,-2.0,1.0,-6.0,40.262539070673924,13.735618737521236,40.14902733260119,56.61622169330168,40.07741874768645,43.080147129885816,26.318899254513738,25.72508957774913
CapturedFrames_-2.0_1.0_3.0,-2.0,1.0,3.0,35.135847691309266,54.016925881743944,42.054078306573146,29.437343690517068,35.53168849373173,51.66148718228578,35.59219871115492,54.17965618253092
CapturedFrames_-2.0_1.0_4.0,-2.0,1.0,4.0,29.582563952348835,45.64956673618889,44.15151537075536,33.6732605155853,35.15180069078658,52.25897776402728,37.329531815953395,43.70297412005631
CapturedFrames_-2.0_1.0_5.0,-2.0,1.0,5.0,31.59876866863803,51.00202314953073,47.28834461530356,38.23693625653668,37.171486959856544,48.948095791569415,26.364614636069177,31.648926994130164
CapturedFrames_-2.0_1.0_6.0,-2.0,1.0,6.0,36.844300725871676,43.096096973671166,48.87758207401336,35.91642098573948,34.764469656762614,53.66153215126974,32.28331361499714,14.38285949523798
CapturedFrames_-3.0_1.0_-1.0,-3.0,1.0,-1.0,30.70577063322135,11.799989970398059,40.72955099911442,55.39119380279767,45.08215121835505,42.185236266475,42.19399240507434,41.5484329273812
CapturedFrames_-3.0_1.0_-2.0,-3.0,1.0,-2.0,37.04144697151281,20.214027204379136,45.121418287249455,59.05242023843988,48.842272491566675,48.4474392426571,44.49588066327285,40.742418175270004
CapturedFrames_-3.0_1.0_-3.0,-3.0,1.0,-3.0,32.87594035489573,16.6726227230005,38.66793321958767,54.440682303319036,52.71212747729238,39.874632057458854,40.48245035539015,46.42483240964968
CapturedFrames_-3.0_1.0_-4.0,-3.0,1.0,-4.0,33.60545640332761,12.618503437724485,41.17260945014358,52.47069794428762,49.16611846108714,40.49744109823736,44.909390045833455,37.34552152784492
CapturedFrames_-3.0_1.0_-5.0,-3.0,1.0,-5.0,31.478820051276927,9.862073202123696,36.51794146265674,50.78739560031069,50.13431495477682,36.932802977502945,38.902332742795245,38.62345659025671
CapturedFrames_-3.0_1.0_-6.0,-3.0,1.0,-6.0,33.04664909328764,7.340024115288372,40.979124185055284,51.248230320956495,54.311440747552275,37.888362450119445,35.4416577726587,31.60251734750571
CapturedFrames_-3.0_1.0_0.0,-3.0,1.0,0.0,40.88705011871964,24.152297600231606,46.333448004674,48.76672888250718,59.356514974692566,46.80178486145651,36.5633297833474,49.301885679494674
CapturedFrames_-3.0_1.0_1.0,-3.0,1.0,1.0,28.832346807733245,39.42030284762373,51.04222117073954,36.76012475386902,44.822573811074065,56.668352498414365,36.37666675627273,46.79907339147657
CapturedFrames_-3.0_1.0_2.0,-3.0,1.0,2.0,32.7629708765771,49.804556227883495,45.1634995910301,32.56127685256834,38.95760344406592,54.83289849711869,37.83680716685511,45.45770286764406
CapturedFrames_-3.0_1.0_3.0,-3.0,1.0,3.0,30.789181488907843,43.49758155425968,43.11056999096277,33.20860544545394,38.75191715453192,50.86976652252804,34.71127206378256,52.640966299421194
CapturedFrames_-3.0_1.0_4.0,-3.0,1.0,4.0,21.658769675984416,44.726965324719615,40.619888683673835,26.972812430405995,38.74283492780086,51.74078270924832,31.247125662975293,44.19732198996651
CapturedFrames_-3.0_1.0_5.0,-3.0,1.0,5.0,34.05710764213177,46.54912227797344,43.28553300177006,23.857686726886158,37.80464817380934,56.81383835820189,29.605796232276774,39.18146019541598
CapturedFrames_-3.0_1.0_6.0,-3.0,1.0,6.0,26.76695364639366,31.055654216574595,19.96750558586848,17.34760389086611,36.05028738815502,48.8455070923236,20.36717436799144,23.62856021323158
CapturedFrames_-4.0_1.0_-1.0,-4.0,1.0,-1.0,33.08811590388858,29.80315292507919,37.00285226570635,56.28265295685311,59.213050681099396,47.50930153561025,43.601995817112915,44.22050820293741
CapturedFrames_-4.0_1.0_-2.0,-4.0,1.0,-2.0,38.64917168834103,30.642539971179417,35.655182202137595,46.366454388070835,58.797634406235346,44.648145722559406,45.03292442898303,40.79357832322593
CapturedFrames_-4.0_1.0_-3.0,-4.0,1.0,-3.0,38.18639292196315,23.826835880983595,37.02014846972433,47.59618299733985,58.590028364652255,42.7561098647886,40.27737683700758,40.785409894482584
CapturedFrames_-4.0_1.0_-4.0,-4.0,1.0,-4.0,28.524388727812465,12.783045645054244,32.55591744730039,59.68183902720419,52.89412387565292,51.08244862397288,44.34571423317584,37.68660449884423
CapturedFrames_-4.0_1.0_-5.0,-4.0,1.0,-5.0,29.425808563054716,17.292893134772015,35.138350223858296,45.908158368353014,61.391489581024885,37.3608226592775,38.050196110620035,35.62213065816984
CapturedFrames_-4.0_1.0_-6.0,-4.0,1.0,-6.0,25.841326301915046,,31.501124494216995,31.747368426399973,59.552647885219905,,35.361215726775264,36.37737188714509
