Frame,Time,Hips_X,Hips_Y,Hips_Z,LeftUpperLeg_X,LeftUpperLeg_Y,LeftUpperLeg_Z,RightUpperLeg_X,RightUpperLeg_Y,RightUpperLeg_Z,LeftLowerLeg_X,LeftLowerLeg_Y,LeftLowerLeg_Z,RightLowerLeg_X,RightLowerLeg_Y,RightLowerLeg_Z,LeftFoot_X,LeftFoot_Y,LeftFoot_Z,RightFoot_X,RightFoot_Y,RightFoot_Z,Spine_X,Spine_Y,Spine_Z,Chest_X,Chest_Y,Chest_Z,Neck_X,Neck_Y,Neck_Z,Head_X,Head_Y,Head_Z,LeftShoulder_X,LeftShoulder_Y,LeftShoulder_Z,RightShoulder_X,RightShoulder_Y,RightShoulder_Z,LeftUpperArm_X,LeftUpperArm_Y,LeftUpperArm_Z,RightUpperArm_X,RightUpperArm_Y,RightUpperArm_Z,LeftLowerArm_X,LeftLowerArm_Y,LeftLowerArm_Z,RightLowerArm_X,RightLowerArm_Y,RightLowerArm_Z,LeftHand_X,LeftHand_Y,LeftHand_Z,RightHand_X,RightHand_Y,RightHand_Z,LeftToes_X,LeftToes_Y,LeftToes_Z,RightToes_X,RightToes_Y,RightToes_Z,LeftEye_X,LeftEye_Y,LeftEye_Z,RightEye_X,RightEye_Y,RightEye_Z,Jaw_X,Jaw_Y,Jaw_Z,LeftThumbProximal_X,LeftThumbProximal_Y,LeftThumbProximal_Z,LeftThumbIntermediate_X,LeftThumbIntermediate_Y,LeftThumbIntermediate_Z,LeftThumbDistal_X,LeftThumbDistal_Y,LeftThumbDistal_Z,LeftIndexProximal_X,LeftIndexProximal_Y,LeftIndexProximal_Z,LeftIndexIntermediate_X,LeftIndexIntermediate_Y,LeftIndexIntermediate_Z,LeftIndexDistal_X,LeftIndexDistal_Y,LeftIndexDistal_Z,LeftMiddleProximal_X,LeftMiddleProximal_Y,LeftMiddleProximal_Z,LeftMiddleIntermediate_X,LeftMiddleIntermediate_Y,LeftMiddleIntermediate_Z,LeftMiddleDistal_X,LeftMiddleDistal_Y,LeftMiddleDistal_Z,LeftRingProximal_X,LeftRingProximal_Y,LeftRingProximal_Z,LeftRingIntermediate_X,LeftRingIntermediate_Y,LeftRingIntermediate_Z,LeftRingDistal_X,LeftRingDistal_Y,LeftRingDistal_Z,LeftLittleProximal_X,LeftLittleProximal_Y,LeftLittleProximal_Z,LeftLittleIntermediate_X,LeftLittleIntermediate_Y,LeftLittleIntermediate_Z,LeftLittleDistal_X,LeftLittleDistal_Y,LeftLittleDistal_Z,RightThumbProximal_X,RightThumbProximal_Y,RightThumbProximal_Z,RightThumbIntermediate_X,RightThumbIntermediate_Y,RightThumbIntermediate_Z,RightThumbDistal_X,RightThumbDistal_Y,RightThumbDistal_Z,RightIndexProximal_X,RightIndexProximal_Y,RightIndexProximal_Z,RightIndexIntermediate_X,RightIndexIntermediate_Y,RightIndexIntermediate_Z,RightIndexDistal_X,RightIndexDistal_Y,RightIndexDistal_Z,RightMiddleProximal_X,RightMiddleProximal_Y,RightMiddleProximal_Z,RightMiddleIntermediate_X,RightMiddleIntermediate_Y,RightMiddleIntermediate_Z,RightMiddleDistal_X,RightMiddleDistal_Y,RightMiddleDistal_Z,RightRingProximal_X,RightRingProximal_Y,RightRingProximal_Z,RightRingIntermediate_X,RightRingIntermediate_Y,RightRingIntermediate_Z,RightRingDistal_X,RightRingDistal_Y,RightRingDistal_Z,RightLittleProximal_X,RightLittleProximal_Y,RightLittleProximal_Z,RightLittleIntermediate_X,RightLittleIntermediate_Y,RightLittleIntermediate_Z,RightLittleDistal_X,RightLittleDistal_Y,RightLittleDistal_Z,UpperChest_X,UpperChest_Y,UpperChest_Z
49,9.728,-0.283773,0.964268,-0.708848,-0.375681,0.900125,-0.722818,-0.195069,0.895337,-0.697155,-0.358690,0.494787,-0.738452,-0.185208,0.595855,-0.423211,-0.342316,0.096069,-0.872575,-0.182114,0.177531,-0.470419,-0.279540,1.063531,-0.720119,-0.282357,1.180760,-0.723761,-0.274007,1.462263,-0.691092,-0.268586,1.558551,-0.642711,-0.337218,1.405341,-0.691445,-0.216760,1.402686,-0.711319,-0.462651,1.375742,-0.682015,-0.099148,1.369249,-0.753127,-0.549406,1.127598,-0.604556,-0.032767,1.112891,-0.823669,-0.473280,0.940218,-0.416542,0.022172,0.843383,-0.848221,-0.354172,0.023234,-0.733755,-0.171920,0.118460,-0.325080,,,,,,,,,,-0.427258,0.918659,-0.401571,-0.393702,0.890244,-0.383736,-0.368876,0.857752,-0.367980,-0.415607,0.861016,-0.337487,-0.396717,0.829081,-0.325736,-0.377321,0.801033,-0.323890,-0.438033,0.843354,-0.341067,-0.422049,0.811311,-0.336187,-0.404833,0.781381,-0.338382,-0.457569,0.836603,-0.351247,-0.442763,0.803945,-0.347915,-0.426282,0.776261,-0.355383,-0.479823,0.831991,-0.367743,-0.461253,0.795054,-0.366317,-0.447635,0.773962,-0.372875,-0.012009,0.806631,-0.831254,-0.041106,0.769222,-0.828932,-0.059466,0.731703,-0.842183,0.000358,0.720537,-0.831438,-0.014128,0.684681,-0.835825,-0.037507,0.661236,-0.844196,0.012894,0.716266,-0.856978,-0.000587,0.683463,-0.863924,-0.027884,0.666139,-0.876244,0.021902,0.723304,-0.876983,0.007576,0.691522,-0.886013,-0.021529,0.683085,-0.899263,0.030201,0.736748,-0.900200,0.011355,0.702128,-0.912750,-0.008934,0.689676,-0.923075,-0.282473,1.315345,-0.722774
50,9.762,-0.282505,0.957447,-0.655761,-0.375133,0.894998,-0.672402,-0.195125,0.886940,-0.643513,-0.358687,0.492656,-0.724191,-0.199809,0.579171,-0.378771,-0.340908,0.099686,-0.874162,-0.181520,0.161671,-0.327859,-0.276509,1.056790,-0.665416,-0.280534,1.173998,-0.668562,-0.269013,1.455066,-0.633830,-0.262229,1.550990,-0.584899,-0.333010,1.399035,-0.632954,-0.213185,1.394884,-0.656121,-0.458472,1.371332,-0.619155,-0.097374,1.361124,-0.702454,-0.550988,1.130763,-0.526047,-0.038708,1.107630,-0.788482,-0.448268,0.963805,-0.331548,0.010588,0.838578,-0.826388,-0.352829,0.024990,-0.736339,-0.172548,0.134917,-0.173197,,,,,,,,,,-0.401083,0.945129,-0.316326,-0.366058,0.920161,-0.296293,-0.339262,0.891330,-0.277030,-0.384465,0.899101,-0.244421,-0.364554,0.869763,-0.228371,-0.344771,0.842495,-0.222765,-0.406854,0.881060,-0.243460,-0.390200,0.850419,-0.233980,-0.372773,0.820604,-0.231898,-0.426938,0.872669,-0.251016,-0.411567,0.841119,-0.242940,-0.395254,0.812566,-0.246473,-0.450181,0.865319,-0.264959,-0.430908,0.829332,-0.258273,-0.417357,0.807501,-0.261891,-0.023554,0.801327,-0.810462,-0.053668,0.764670,-0.809508,-0.074306,0.729062,-0.824556,-0.014148,0.715333,-0.819500,-0.030542,0.680689,-0.826265,-0.055510,0.659149,-0.835149,-0.003569,0.713159,-0.846165,-0.018687,0.681602,-0.855200,-0.047386,0.666388,-0.867113,0.004259,0.721811,-0.866033,-0.011917,0.691537,-0.876928,-0.042190,0.685364,-0.888729,0.011374,0.737162,-0.888447,-0.009586,0.704439,-0.902628,-0.030973,0.693545,-0.912488,-0.280413,1.308571,-0.666537
51,9.795,-0.281441,0.947474,-0.600562,-0.374518,0.886427,-0.619710,-0.195105,0.875728,-0.588101,-0.357498,0.489937,-0.705370,-0.205536,0.546765,-0.350391,-0.340475,0.104149,-0.873032,-0.181585,0.147905,-0.217840,-0.274120,1.046883,-0.608467,-0.278230,1.164098,-0.611219,-0.264390,1.444870,-0.575261,-0.256933,1.540622,-0.526094,-0.328832,1.389370,-0.573544,-0.209477,1.384348,-0.598868,-0.454008,1.362302,-0.556314,-0.095122,1.350805,-0.648834,-0.551500,1.130081,-0.448285,-0.042888,1.099910,-0.745916,-0.426484,0.980615,-0.252615,0.002119,0.831738,-0.794015,-0.352416,0.027036,-0.736549,-0.175668,0.148464,-0.060736,,,,,,,,,,-0.378629,0.965541,-0.235597,-0.342703,0.944868,-0.212501,-0.314184,0.920850,-0.189477,-0.359619,0.932490,-0.157421,-0.338896,0.907048,-0.136494,-0.318434,0.881717,-0.126198,-0.381612,0.914495,-0.152935,-0.364236,0.886372,-0.138332,-0.346187,0.857739,-0.131164,-0.401671,0.904624,-0.158509,-0.385590,0.875306,-0.145138,-0.368776,0.846860,-0.143749,-0.425038,0.894657,-0.170478,-0.404913,0.860751,-0.157964,-0.390970,0.838867,-0.157957,-0.031868,0.793980,-0.778975,-0.062761,0.757965,-0.779039,-0.085276,0.724092,-0.795348,-0.025179,0.708850,-0.795505,-0.043156,0.675405,-0.804050,-0.069372,0.655455,-0.813053,-0.016351,0.708665,-0.822886,-0.032801,0.678293,-0.833515,-0.062569,0.664742,-0.844793,-0.009573,0.718764,-0.842455,-0.027271,0.689892,-0.854705,-0.058395,0.685426,-0.864962,-0.003500,0.735759,-0.863971,-0.026241,0.704758,-0.879235,-0.048517,0.695161,-0.888454,-0.277606,1.298658,-0.608548
52,9.828,-0.279877,0.936356,-0.543869,-0.372980,0.875792,-0.564374,-0.193831,0.864229,-0.531602,-0.351876,0.489156,-0.686433,-0.204457,0.519258,-0.317795,-0.338906,0.110327,-0.869608,-0.193915,0.134873,-0.146417,-0.272226,1.035826,-0.550596,-0.275218,1.153090,-0.552593,-0.259593,1.433603,-0.515238,-0.251673,1.529293,-0.466023,-0.324238,1.378349,-0.513257,-0.205130,1.372994,-0.539649,-0.449248,1.351709,-0.494242,-0.091850,1.339838,-0.592252,-0.550724,1.126781,-0.375031,-0.044249,1.090727,-0.696077,-0.412279,0.987811,-0.180670,-0.001966,0.823667,-0.752175,-0.350147,0.028547,-0.735807,-0.193221,0.140320,0.010702,,,,,,,,,,-0.363904,0.976805,-0.162077,-0.327249,0.960709,-0.136606,-0.297553,0.941390,-0.110813,-0.343599,0.955525,-0.080224,-0.322035,0.934089,-0.055928,-0.300722,0.911232,-0.042159,-0.364969,0.937616,-0.073136,-0.346671,0.912449,-0.054753,-0.327680,0.885743,-0.043656,-0.384702,0.926419,-0.077147,-0.367662,0.899850,-0.059809,-0.349916,0.872457,-0.054466,-0.407755,0.914135,-0.087457,-0.386522,0.883021,-0.070361,-0.371867,0.861825,-0.067312,-0.035861,0.785263,-0.738640,-0.067319,0.749773,-0.740147,-0.091173,0.717585,-0.757903,-0.031340,0.701662,-0.762211,-0.050368,0.669336,-0.772589,-0.077363,0.650625,-0.781945,-0.023763,0.703571,-0.789898,-0.041090,0.674341,-0.802207,-0.071515,0.662078,-0.813204,-0.017710,0.715124,-0.808891,-0.036433,0.687581,-0.822591,-0.068056,0.684365,-0.831728,-0.012334,0.733717,-0.829239,-0.036305,0.704336,-0.845772,-0.059157,0.695814,-0.854630,-0.273682,1.287627,-0.549193
53,9.862,-0.277731,0.925690,-0.486969,-0.370277,0.864072,-0.506845,-0.190920,0.854510,-0.474563,-0.344739,0.486727,-0.654460,-0.206471,0.515621,-0.251530,-0.337401,0.122018,-0.864618,-0.197889,0.121746,-0.103130,-0.271111,1.025193,-0.494278,-0.272933,1.142488,-0.495901,-0.255446,1.422751,-0.457507,-0.246545,1.518421,-0.408420,-0.320351,1.367804,-0.455464,-0.201395,1.361985,-0.482442,-0.445528,1.342341,-0.435951,-0.088938,1.328318,-0.536465,-0.550221,1.121103,-0.312682,-0.043732,1.079396,-0.641801,-0.409945,0.984076,-0.118255,-0.002824,0.813122,-0.702471,-0.348225,0.029020,-0.738321,-0.196056,0.108675,0.053531,,,,,,,,,,-0.361321,0.975485,-0.099049,-0.324297,0.962069,-0.072579,-0.294908,0.944549,-0.045199,-0.340460,0.960650,-0.015923,-0.318332,0.940609,0.009046,-0.296609,0.918628,0.023581,-0.361432,0.942851,-0.007492,-0.342458,0.919129,0.012087,-0.322850,0.893458,0.024477,-0.380925,0.930974,-0.010625,-0.363169,0.905821,0.008055,-0.344810,0.879149,0.014793,-0.403722,0.917484,-0.019949,-0.381571,0.888177,-0.000933,-0.366348,0.867627,0.003459,-0.037143,0.774390,-0.691117,-0.069247,0.739623,-0.694599,-0.094068,0.709156,-0.713990,-0.034528,0.692674,-0.720796,-0.054269,0.661505,-0.733186,-0.081713,0.643937,-0.743411,-0.027418,0.696478,-0.748412,-0.045300,0.668430,-0.762543,-0.076035,0.657335,-0.773911,-0.021505,0.709289,-0.766627,-0.040846,0.683082,-0.781988,-0.072649,0.680938,-0.790808,-0.016169,0.729231,-0.785666,-0.040834,0.701426,-0.803823,-0.063925,0.693794,-0.812874,-0.270409,1.276997,-0.492038
54,9.895,-0.274745,0.917653,-0.427987,-0.366404,0.854167,-0.446007,-0.186573,0.848170,-0.415559,-0.341169,0.480296,-0.602262,-0.204581,0.521714,-0.174864,-0.339195,0.138751,-0.848384,-0.202391,0.112766,-0.074918,-0.269947,1.017145,-0.436726,-0.270543,1.134446,-0.438741,-0.251131,1.414756,-0.401524,-0.240113,1.510535,-0.353082,-0.316274,1.360118,-0.398876,-0.197515,1.353650,-0.426565,-0.441656,1.335869,-0.379133,-0.085837,1.318308,-0.481131,-0.548525,1.112881,-0.260993,-0.039130,1.067404,-0.580967,-0.416972,0.970701,-0.064182,0.003038,0.800728,-0.638948,-0.352377,0.026526,-0.739075,-0.200003,0.072727,0.077095,,,,,,,,,,-0.369056,0.962239,-0.043222,-0.332984,0.948961,-0.015400,-0.305940,0.930261,0.013570,-0.351160,0.947711,0.040646,-0.329848,0.927006,0.065783,-0.308711,0.904542,0.080443,-0.372398,0.929913,0.048383,-0.354001,0.905882,0.068135,-0.334797,0.879988,0.080695,-0.391752,0.917999,0.044597,-0.374595,0.892681,0.063609,-0.356481,0.865929,0.070683,-0.414186,0.904448,0.034510,-0.392436,0.875215,0.054095,-0.377237,0.854742,0.058906,-0.031996,0.762052,-0.629798,-0.064528,0.727945,-0.635262,-0.089669,0.698572,-0.655890,-0.030071,0.681663,-0.662949,-0.050249,0.651511,-0.677035,-0.077859,0.634966,-0.688451,-0.022481,0.686550,-0.690265,-0.040490,0.659408,-0.705921,-0.071154,0.649215,-0.718284,-0.016105,0.700046,-0.707817,-0.035602,0.674833,-0.724582,-0.067288,0.673515,-0.733968,-0.010193,0.720710,-0.725892,-0.035120,0.694021,-0.745323,-0.058209,0.687041,-0.754889,-0.266976,1.268946,-0.435418
55,9.928,-0.271522,0.914079,-0.368209,-0.362642,0.849444,-0.384822,-0.182409,0.845686,-0.356463,-0.351124,0.469039,-0.526212,-0.195922,0.524544,-0.108438,-0.340057,0.163263,-0.815369,-0.204705,0.106416,-0.060218,-0.267983,1.013573,-0.377515,-0.267786,1.130860,-0.380241,-0.247106,1.411503,-0.345973,-0.233376,1.507463,-0.298593,-0.312326,1.357026,-0.342151,-0.193830,1.350022,-0.370821,-0.437811,1.333575,-0.322104,-0.082958,1.312458,-0.425547,-0.544539,1.103849,-0.217524,-0.030642,1.058220,-0.513452,-0.429962,0.948562,-0.020005,0.015736,0.789965,-0.559760,-0.355707,0.023762,-0.744579,-0.205141,0.046951,0.085317,,,,,,,,,,-0.384124,0.938995,0.004779,-0.350706,0.924418,0.035149,-0.327807,0.903195,0.065898,-0.373803,0.921082,0.089265,-0.354980,0.899149,0.115331,-0.335392,0.875891,0.130876,-0.395690,0.903123,0.094373,-0.379209,0.878051,0.114519,-0.361312,0.851436,0.127492,-0.414661,0.891485,0.088413,-0.399456,0.865295,0.107902,-0.382218,0.838128,0.115561,-0.436142,0.878475,0.075845,-0.416164,0.848261,0.095825,-0.401465,0.827513,0.100999,-0.019966,0.751486,-0.552573,-0.052415,0.717635,-0.559833,-0.076810,0.688476,-0.581626,-0.016938,0.671262,-0.586041,-0.037564,0.641986,-0.601281,-0.065215,0.626498,-0.614004,-0.007971,0.676240,-0.612920,-0.025815,0.649640,-0.629658,-0.056092,0.640220,-0.643498,-0.000644,0.689784,-0.630058,-0.020076,0.665160,-0.647747,-0.051394,0.664608,-0.658365,0.006294,0.710502,-0.647702,-0.018572,0.684239,-0.667781,-0.041519,0.677717,-0.677988,-0.263527,1.265365,-0.378134
56,9.962,-0.268245,0.915063,-0.311170,-0.359113,0.849811,-0.326725,-0.178564,0.847270,-0.300308,-0.373323,0.455760,-0.423436,-0.187232,0.523613,-0.055354,-0.337811,0.194516,-0.751649,-0.206582,0.103074,-0.053039,-0.265461,1.014566,-0.320627,-0.265660,1.131840,-0.323877,-0.244819,1.412714,-0.291517,-0.229522,1.508802,-0.244885,-0.310103,1.358352,-0.287198,-0.191654,1.350977,-0.315967,-0.435814,1.335620,-0.267741,-0.081224,1.311290,-0.370085,-0.540382,1.097373,-0.181685,-0.021920,1.053775,-0.442684,-0.450319,0.919484,0.009364,0.028702,0.783679,-0.469917,-0.346287,0.038184,-0.737326,-0.207311,0.034855,0.088603,,,,,,,,,,-0.407963,0.906913,0.038603,-0.378680,0.889189,0.071464,-0.360699,0.864464,0.102859,-0.408225,0.882068,0.121956,-0.393241,0.857613,0.148266,-0.376187,0.832649,0.164149,-0.430805,0.864267,0.122906,-0.417396,0.837257,0.142824,-0.401708,0.809235,0.155696,-0.449063,0.853581,0.113776,-0.436764,0.825579,0.132787,-0.421018,0.797485,0.140312,-0.469026,0.842117,0.097692,-0.451991,0.809795,0.117091,-0.438322,0.788321,0.122125,-0.007167,0.745210,-0.463562,-0.038866,0.710824,-0.471582,-0.061334,0.680758,-0.494198,-0.001465,0.663759,-0.493537,-0.022370,0.634756,-0.508915,-0.049895,0.619841,-0.522564,0.009225,0.667752,-0.519946,-0.008276,0.641026,-0.536842,-0.037987,0.631895,-0.552037,0.017586,0.680673,-0.537092,-0.001575,0.655860,-0.554813,-0.032372,0.655587,-0.566868,0.025550,0.700739,-0.555053,0.001181,0.673852,-0.574914,-0.021486,0.667294,-0.585709,-0.261469,1.266357,-0.322547
57,9.995,-0.265076,0.919661,-0.257993,-0.355929,0.854186,-0.272674,-0.175094,0.852097,-0.248252,-0.392300,0.451243,-0.306518,-0.180657,0.519431,-0.015585,-0.340390,0.233125,-0.662836,-0.207488,0.100796,-0.051056,-0.262672,1.019189,-0.267287,-0.263715,1.136469,-0.270164,-0.245808,1.417411,-0.236644,-0.230945,1.513412,-0.189694,-0.310707,1.362494,-0.233793,-0.191644,1.356190,-0.260180,-0.436673,1.338919,-0.217195,-0.080307,1.316133,-0.312122,-0.535333,1.092597,-0.148689,-0.012881,1.056558,-0.368485,-0.474474,0.886297,0.024495,0.041878,0.785922,-0.372134,-0.340948,0.077515,-0.685245,-0.207749,0.030946,0.089790,,,,,,,,,,-0.436047,0.868188,0.056156,-0.411127,0.844949,0.089178,-0.397247,0.815523,0.118533,-0.446451,0.831876,0.134504,-0.435218,0.803350,0.158479,-0.420714,0.775720,0.172355,-0.469348,0.814960,0.130354,-0.459094,0.784885,0.147571,-0.445760,0.754702,0.157974,-0.486641,0.806345,0.117801,-0.477176,0.775473,0.133744,-0.462992,0.746027,0.138806,-0.504841,0.798000,0.098108,-0.491118,0.762411,0.114118,-0.478758,0.739823,0.117330,0.007537,0.746467,-0.363713,-0.022173,0.709974,-0.369801,-0.041923,0.677017,-0.390875,0.018282,0.663012,-0.385735,-0.001803,0.632477,-0.399114,-0.028740,0.616070,-0.412210,0.029969,0.665112,-0.411939,0.013441,0.636752,-0.427059,-0.015656,0.625937,-0.442337,0.038506,0.676819,-0.429853,0.020344,0.650146,-0.445839,-0.010093,0.648189,-0.458631,0.046359,0.695539,-0.449258,0.023271,0.666226,-0.467114,0.001054,0.658123,-0.477794,-0.260598,1.271010,-0.268399
58,10.028,-0.264343,0.928375,-0.208529,-0.355197,0.862737,-0.222445,-0.174109,0.860989,-0.199943,-0.402530,0.460723,-0.191207,-0.179667,0.515156,0.012660,-0.342478,0.260291,-0.556520,-0.207684,0.099618,-0.048793,-0.262261,1.027937,-0.217547,-0.263989,1.145232,-0.219199,-0.250069,1.425790,-0.181134,-0.237332,1.521289,-0.132562,-0.314502,1.370260,-0.181965,-0.194335,1.365418,-0.203149,-0.440778,1.345007,-0.171231,-0.080768,1.326238,-0.250751,-0.532097,1.092032,-0.118639,-0.007172,1.065353,-0.291053,-0.504359,0.857825,0.025005,0.048269,0.795699,-0.269407,-0.344684,0.105066,-0.581360,-0.207923,0.029890,0.092113,,,,,,,,,,-0.468748,0.831691,0.054258,-0.446828,0.800800,0.082837,-0.435304,0.765446,0.106022,-0.485604,0.779531,0.121788,-0.476543,0.745917,0.139187,-0.463541,0.715359,0.147156,-0.508562,0.764866,0.112539,-0.500286,0.731248,0.122903,-0.488476,0.698963,0.126806,-0.525127,0.759912,0.097310,-0.517431,0.725875,0.106204,-0.504282,0.695546,0.105161,-0.542080,0.756823,0.075135,-0.530901,0.717820,0.083196,-0.519650,0.694480,0.081785,0.016519,0.755505,-0.255867,-0.010675,0.716640,-0.257098,-0.028170,0.679928,-0.273421,0.032916,0.670776,-0.266699,0.014625,0.637652,-0.275808,-0.011326,0.618195,-0.286499,0.044673,0.670183,-0.292950,0.029624,0.639312,-0.304199,0.001124,0.625200,-0.317825,0.052582,0.679973,-0.312249,0.036021,0.650472,-0.324589,0.005786,0.645215,-0.336919,0.059362,0.696459,-0.333950,0.038199,0.663768,-0.347901,0.016576,0.653062,-0.357450,-0.262041,1.279760,-0.215663
59,10.062,-0.267535,0.941343,-0.160719,-0.358401,0.875567,-0.173898,-0.177088,0.874109,-0.153264,-0.411989,0.482701,-0.086627,-0.185203,0.510784,0.027734,-0.344380,0.265168,-0.440663,-0.207051,0.097997,-0.052036,-0.265739,1.040934,-0.169459,-0.267556,1.158239,-0.169972,-0.256837,1.438187,-0.127055,-0.247194,1.532997,-0.076462,-0.320851,1.382410,-0.132255,-0.199702,1.378430,-0.147064,-0.447233,1.355702,-0.128684,-0.083404,1.340543,-0.188751,-0.531644,1.097392,-0.093296,-0.006108,1.078665,-0.212135,-0.533706,0.843224,0.014639,0.044885,0.811554,-0.164102,-0.349106,0.108106,-0.445765,-0.207042,0.027294,0.088384,,,,,,,,,,-0.499358,0.809516,0.036796,-0.478734,0.771686,0.056672,-0.467860,0.731463,0.070242,-0.518970,0.741621,0.087498,-0.510498,0.704427,0.095217,-0.497836,0.672712,0.094784,-0.541816,0.730424,0.074069,-0.534149,0.695115,0.074848,-0.522762,0.662827,0.069864,-0.557963,0.730046,0.057636,-0.550795,0.694761,0.056954,-0.537873,0.665699,0.047884,-0.574258,0.733322,0.035000,-0.564191,0.693300,0.032165,-0.553395,0.670965,0.024552,0.014947,0.772528,-0.144413,-0.010419,0.732726,-0.139530,-0.026441,0.693138,-0.149350,0.035294,0.688000,-0.141939,0.019349,0.652680,-0.145541,-0.005156,0.630055,-0.152888,0.047213,0.683873,-0.167796,0.033920,0.650829,-0.173915,0.006326,0.633157,-0.185019,0.054771,0.690896,-0.188398,0.040185,0.658854,-0.195976,0.010465,0.649890,-0.207389,0.060905,0.704098,-0.212413,0.041946,0.668474,-0.221504,0.021162,0.655164,-0.229516,-0.266207,1.292713,-0.164606
60,10.095,-0.273562,0.955786,-0.113414,-0.364486,0.889941,-0.125825,-0.182978,0.888632,-0.106968,-0.421495,0.510037,0.005532,-0.195365,0.509979,0.038978,-0.348859,0.247750,-0.315657,-0.207378,0.097496,-0.044368,-0.271953,1.055395,-0.121988,-0.273362,1.172706,-0.121646,-0.264971,1.452183,-0.075431,-0.258675,1.546460,-0.023337,-0.328516,1.396341,-0.084348,-0.206783,1.392770,-0.093319,-0.454730,1.368790,-0.087448,-0.088087,1.356072,-0.128858,-0.533628,1.106764,-0.072653,-0.008932,1.093764,-0.134396,-0.556952,0.841116,-0.000940,0.032435,0.830994,-0.060255,-0.353606,0.092401,-0.291974,-0.207242,0.027874,0.096591,,,,,,,,,,-0.523205,0.802732,0.013014,-0.503085,0.761001,0.023271,-0.491811,0.718826,0.027081,-0.544177,0.724263,0.044128,-0.535763,0.686283,0.042938,-0.522892,0.655582,0.035312,-0.566533,0.716950,0.027564,-0.558842,0.682510,0.019765,-0.547241,0.652408,0.007264,-0.582139,0.720833,0.011064,-0.574918,0.686772,0.001869,-0.561665,0.660785,-0.013716,-0.597708,0.729829,-0.010507,-0.587772,0.691770,-0.023313,-0.576838,0.672056,-0.036164,0.001751,0.795001,-0.036384,-0.023473,0.755990,-0.026719,-0.038626,0.715079,-0.030837,0.022737,0.712329,-0.019349,0.008559,0.676121,-0.017711,-0.014479,0.651339,-0.022344,0.036228,0.704401,-0.043490,0.024143,0.670364,-0.044720,-0.002275,0.650128,-0.054185,0.044942,0.708226,-0.064473,0.031942,0.674779,-0.067510,0.003331,0.662819,-0.079006,0.052379,0.717585,-0.089885,0.035017,0.680339,-0.094626,0.015216,0.665188,-0.101815,-0.272144,1.307125,-0.115018
61,10.128,-0.280451,0.968863,-0.067797,-0.371410,0.902907,-0.079326,-0.189736,0.901815,-0.062137,-0.426993,0.535071,0.083273,-0.204633,0.508950,0.039188,-0.357359,0.215436,-0.181713,-0.207176,0.096074,-0.043031,-0.279033,1.068468,-0.076454,-0.279933,1.185775,-0.075007,-0.273412,1.464901,-0.026306,-0.270044,1.558894,0.026565,-0.336436,1.408949,-0.037848,-0.214455,1.405792,-0.042616,-0.462269,1.380754,-0.046195,-0.094015,1.370344,-0.073211,-0.537104,1.117286,-0.055479,-0.013222,1.108697,-0.062495,-0.573371,0.846017,-0.018688,0.015704,0.852077,0.035308,-0.365664,0.070040,-0.122486,-0.207046,0.026397,0.097901,,,,,,,,,,-0.539619,0.805796,-0.011613,-0.519237,0.762997,-0.009557,-0.506723,0.721205,-0.013694,-0.560587,0.722300,0.000792,-0.551928,0.685026,-0.006307,-0.538443,0.655999,-0.018220,-0.581981,0.718554,-0.018074,-0.573788,0.686136,-0.031786,-0.561449,0.658830,-0.049082,-0.596846,0.725780,-0.034126,-0.589290,0.693943,-0.049166,-0.575356,0.671165,-0.068679,-0.611527,0.739092,-0.054023,-0.601003,0.704567,-0.074232,-0.589476,0.688001,-0.090543,-0.017880,0.819645,0.060352,-0.044358,0.782206,0.072545,-0.059216,0.740980,0.072713,0.000322,0.740592,0.091729,-0.013285,0.704598,0.097561,-0.035180,0.678574,0.094451,0.016559,0.729356,0.070806,0.004799,0.695285,0.073450,-0.020255,0.673275,0.064238,0.027757,0.730157,0.050686,0.015582,0.696272,0.051332,-0.011307,0.681884,0.038533,0.038259,0.735769,0.025253,0.021825,0.697834,0.023826,0.003161,0.681353,0.016523,-0.278758,1.320133,-0.067222
