frame_id,camera,num_joints,mean_abs_delta_theta,mean_abs_delta_psi,max_abs_delta_theta,max_abs_delta_psi,median_abs_delta_theta,median_abs_delta_psi,std_delta_theta,std_delta_psi
0,CapturedFrames_-1.0_0.5_-5.0,10,10.40420113793003,54.02412293887295,32.06204787603635,104.62932075817137,6.827053175537808,57.62848649750535,14.756716615042025,44.717315897598695
0,CapturedFrames_-1.0_0.5_-6.0,10,9.487255426912439,53.597277420477894,28.6829718203765,97.30557362962513,4.019135091198678,54.91351539923126,14.401436756750536,48.08655655485647
0,CapturedFrames_-1.0_1.0_-4.0,10,131.73028268148295,77.87042056063908,178.8105447675121,177.55211999671639,137.27240817479708,73.31341025212632,140.1077816777412,88.6321132359775
0,CapturedFrames_-1.0_1.0_-5.0,10,11.892422888776274,54.361891299383714,32.30544838724377,106.9883522106313,8.57578982977784,49.00968613841657,16.15747785215622,49.56653005948672
0,CapturedFrames_-1.0_1.0_-6.0,10,9.052237739132703,49.19530994891521,28.91745259586324,100.97384691813126,4.897155213242735,44.10883743903251,13.992397476881989,45.37161635862329
0,CapturedFrames_-1.0_1.5_-4.0,10,23.22501547837556,57.710423291678566,53.650066048763804,112.85788388047958,17.36510612140253,59.65661132686107,28.00663674107993,68.10783849547998
0,CapturedFrames_-1.0_1.5_-5.0,10,13.600985429529555,50.42212139586122,35.35882284119314,107.53558873960557,8.073884118416164,47.757391625397794,19.063248365844387,56.41442970476974
0,CapturedFrames_-1.0_1.5_-6.0,10,11.351142165588538,45.47054596290706,31.555368145215326,103.78050950526402,5.319797643686776,40.88813795718205,16.68004032413756,40.95373923434122
0,CapturedFrames_-1.0_2.0_-4.0,10,35.29991124505389,64.68866951684353,86.24803141493156,118.20007226232269,22.19920594308115,52.900139592451204,45.95623058631207,71.20843034092171
0,CapturedFrames_-1.0_2.0_-5.0,10,16.608897243787034,61.816402043369656,43.29495684416843,107.37621103433867,7.79548300364802,57.60245731105884,22.784838445945656,72.19200215088998
0,CapturedFrames_-1.0_2.0_-6.0,10,11.94715277393954,49.40299634168599,31.731091804192996,104.58609854293803,5.162677747385642,52.27870957677845,17.35863693275237,60.00916323795349
0,CapturedFrames_-2.0_0.5_-5.0,10,13.058961292540364,61.87717787547706,32.38834319947112,116.94750800861604,9.646993172974863,62.794106375845104,17.324616732461628,40.76717244800444
0,CapturedFrames_-2.0_0.5_-6.0,10,11.598884757622786,58.82865337566741,32.75874299221119,105.80188186285913,8.87456673295745,62.02105627378652,15.74964236814529,42.757528572677224
0,CapturedFrames_-2.0_1.0_-5.0,10,13.560364397638475,71.70708777964772,32.73533279065308,111.69434950878326,10.909334581649786,67.70603709364042,17.383771584780824,29.893499389159544
0,CapturedFrames_-2.0_1.0_-6.0,10,11.076840028666135,57.729593415925265,35.03167958705646,107.82567641810286,5.938053673582601,60.268434183627114,16.853009523989076,40.275526120802084
0,CapturedFrames_-2.0_1.5_-5.0,10,16.35620259139156,69.23866923525331,35.87716565574223,112.13077484710517,13.943402878114869,68.71236090618318,20.671244162743033,29.936745265929936
0,CapturedFrames_-2.0_1.5_-6.0,10,13.910066552745661,49.91212979049137,34.8589623528412,108.21477746853162,9.549949927229257,44.646513781005794,19.046221601473626,41.06591039220336
0,CapturedFrames_-2.0_2.0_-4.0,10,31.666207159971623,67.25221066761144,96.54358578296794,122.8744122192434,28.415782117881058,62.425080704580964,43.59103196334926,65.60948355167955
0,CapturedFrames_-2.0_2.0_-5.0,10,16.87330616368363,66.89276577366171,36.08800690201409,114.18598599085102,12.508561573301476,66.74635050356815,19.99948309328243,62.75263281183942
0,CapturedFrames_-2.0_2.0_-6.0,10,12.997278881544705,55.832800862469796,33.04593788325367,107.69642917656941,7.976650421875091,53.80414944227874,17.586187457450148,38.750230509164496
0,CapturedFrames_-3.0_0.5_-4.0,10,22.55602733152073,84.01151889332728,60.954070693485356,119.59515226280402,14.10977415115164,75.06760765802812,30.544720175248845,25.533872607486696
0,CapturedFrames_-3.0_0.5_-5.0,10,16.02630433113294,78.84137812238535,39.28911258699795,117.02984881797043,11.844579832792808,70.32826893905205,22.1560632675342,27.21571204953786
0,CapturedFrames_-3.0_0.5_-6.0,10,13.12398569917941,70.31235125623523,34.30470711948931,111.37465589691416,11.404426535850437,63.5915063741446,17.47755604319726,25.995449071546254
0,CapturedFrames_-3.0_0.5_1.0,10,63.37911796217202,134.5106432355426,174.9305384186538,179.13473935914368,30.071984162427352,124.40817795588507,89.99915879212982,138.63254463659305
0,CapturedFrames_-3.0_1.0_-4.0,10,36.141882298289,95.46752338750997,155.8597517444479,132.6783187621172,16.186981934253378,101.65756386137681,56.93886835140981,28.13989608591908
0,CapturedFrames_-3.0_1.0_-5.0,10,15.550005174851174,77.51869695306407,36.51330666879808,114.55755281363184,11.626620313950633,69.1910954304627,19.905814161130394,28.716412618483613
0,CapturedFrames_-3.0_1.0_-6.0,10,12.727222555834171,68.25161192237269,34.7157515851029,111.89225781564244,8.74669809359761,61.442427103923805,18.414876072518183,27.95081552987902
0,CapturedFrames_-3.0_1.0_1.0,10,58.43579358990153,130.76914283427953,154.01162254241038,177.8732454072737,29.84527785501828,124.74363472320225,80.75946088870428,140.02370727553932
0,CapturedFrames_-3.0_1.5_-4.0,10,39.35841921723375,95.04088502172782,174.23609640606062,149.44969007297968,19.063657153509567,95.07173569893871,60.80972851962372,35.196968937992
0,CapturedFrames_-3.0_1.5_-5.0,10,22.547040557016942,78.30922357712107,58.98839997593829,115.41345936139076,18.67636431351165,71.51344767890978,30.63482612545632,28.423184062911364
0,CapturedFrames_-3.0_1.5_-6.0,10,14.922790015424189,67.59952691378172,35.98082643203934,111.9177051496554,10.324013275308623,64.76006120606539,20.128491411659763,29.589742066201687
0,CapturedFrames_-3.0_1.5_1.0,10,60.76266914622956,114.12206341710471,179.13723789210445,177.66309714273126,33.37795841933179,106.4994145220623,82.6512850068066,121.1470094560708
0,CapturedFrames_-3.0_2.0_-3.0,10,72.63635290388456,76.00765192702409,172.97038500659028,155.57112605837756,63.716649187087086,72.94709054020393,88.64486503982134,76.08544636606862
0,CapturedFrames_-3.0_2.0_-4.0,10,35.5868697147878,96.85012906400077,153.34469322961937,146.11342678015265,19.170044590947185,97.03410246336898,54.564415835302135,59.40922664535072
0,CapturedFrames_-3.0_2.0_-5.0,10,24.11045684484463,74.44271274296487,60.0831796675108,116.8092784079553,22.06878395896876,70.41345283330884,31.70580958660733,33.588728002562924
0,CapturedFrames_-3.0_2.0_-6.0,10,16.690611988558473,64.83626810625378,38.15259296477352,112.73397071350695,14.498996827901603,61.1893914258753,21.738581018531686,33.66154105243001
0,CapturedFrames_-3.0_2.0_1.0,10,56.971200643821746,105.76408143035083,166.70938840134752,164.1429294597546,35.56030686128341,103.2038676054076,78.21187090930192,112.73978291454726
0,CapturedFrames_-4.0_0.5_-3.0,10,37.456983002121376,98.95121168954492,151.1884805143282,125.6524260389269,17.50091464184323,94.66067505362065,57.07867668211023,21.9743453486715
0,CapturedFrames_-4.0_0.5_-4.0,10,29.715702631203584,93.3700931486886,105.53657702468273,122.78612863532618,16.095677411955414,82.5295980013453,43.61551442887224,24.27579639404679
0,CapturedFrames_-4.0_0.5_-5.0,10,17.59526211083608,77.25546610581901,46.291701563347964,111.36685889974054,13.067170505072726,73.21033217687761,24.223887832245076,21.640854236671984
0,CapturedFrames_-4.0_0.5_-6.0,10,14.230525259247319,76.33147763151817,37.77558826867106,115.7263236550752,11.970638308377374,66.29722764072636,19.29613643965946,26.069312163745774
0,CapturedFrames_-4.0_0.5_0.0,10,62.89196357351558,125.95100531750532,177.22077324562974,175.74518951535234,28.946895552587634,122.3722791977311,90.69523186463577,120.49806356712335
