joint_short,raw_theta,corr_theta,improvement
L_Elbow,49.86363252793556,4.870393210645989,90.23257439594397
L_Hip,46.70465309928009,31.49150551884364,32.573087628116745
L_Knee,19.28819285020177,4.739285828351829,75.42908314346177
L_Shoulder,7.962315820307693,2.5394148363029787,68.1070822407438
R_Elbow,52.04107860753207,4.801180517237708,90.77424864029851
R_Hip,57.381495126121585,34.56742562745621,39.758583230571496
R_Knee,20.868102185166176,4.386712113986863,78.97886412926853
R_Shoulder,7.440432896230749,1.7688794253920592,76.22612218856034
