tau,n_clipped,clip_pct,r_raw,r_corr,delta_r,abs_psi_L_raw,abs_psi_L_corr,imp_L_pct,abs_psi_R_raw,abs_psi_R_corr,imp_R_pct
0.0,21613,100.0,-0.8402244753523728,-1.0,-0.15977552464762723,88.94846851958367,7.635865607950771e-08,99.99999991415405,91.05153148041636,0.00832824455930996,99.9908532625164
