frame,gt,mp,corr
88,160.93482076708463,143.80191117322872,127.18189409125978
95,119.19569638626699,150.00840732739377,133.38839024542483
96,133.03001941266984,158.29899430952528,141.67897722755635
98,165.22998393944198,166.2906716777799,149.67065459581096
99,170.7604783660213,161.6202216356281,145.00020455365916
100,169.10828449433674,164.65458200373965,148.0345649217707
101,168.5708295266917,162.6618539530595,146.04183687109057
102,168.08741069512482,157.20244637030927,140.58242928834034
103,166.61215183100558,164.48916515222163,147.8691480702527
104,159.175267110968,151.07058200403915,134.4505649220702
