folder_name,camera_x,camera_y,camera_z,height_label,azimuth_bin,azimuth_label,joint,n_frames,n_keep,reject_rate,mean_eps_norm,mean_E_norm,mean_E_corr_norm,mean_eps_norm_keep
CapturedFrames_-1.0_0.5_4.0,-1.0,0.5,4.0,Y=0.5,0,N,LEFT_ELBOW,52,42,0.1923076923076923,0.32599137836909764,0.47292127223848823,0.4714995153997887,0.32864934770589443
CapturedFrames_-1.0_0.5_4.0,-1.0,0.5,4.0,Y=0.5,0,N,LEFT_KNEE,52,37,0.28846153846153844,0.20249492435461744,0.3559564462899534,0.3543164686808723,0.20262310660031177
CapturedFrames_-1.0_0.5_4.0,-1.0,0.5,4.0,Y=0.5,0,N,LEFT_SHOULDER,52,38,0.2692307692307693,0.1194726904985056,0.31849590672606287,0.3167972715278221,0.11507827786633915
CapturedFrames_-1.0_0.5_4.0,-1.0,0.5,4.0,Y=0.5,0,N,LEFT_WRIST,52,32,0.3846153846153846,0.2732609960299896,0.6479952429907327,0.64353620446812,0.26443326517473703
CapturedFrames_-1.0_0.5_4.0,-1.0,0.5,4.0,Y=0.5,0,N,RIGHT_ANKLE,52,41,0.21153846153846156,0.22360630047789393,0.451581321274725,0.4500079666556966,0.22615090591958667
CapturedFrames_-1.0_0.5_4.0,-1.0,0.5,4.0,Y=0.5,0,N,RIGHT_ELBOW,52,44,0.15384615384615385,0.33794949147101266,0.41007311352770875,0.4088169361382181,0.3455821331322986
CapturedFrames_-1.0_0.5_4.0,-1.0,0.5,4.0,Y=0.5,0,N,RIGHT_KNEE,52,28,0.46153846153846156,0.23245513511522214,0.336295605604048,0.3359940354477653,0.24881267549871958
CapturedFrames_-1.0_0.5_4.0,-1.0,0.5,4.0,Y=0.5,0,N,RIGHT_SHOULDER,52,33,0.3653846153846154,0.13562150467198822,0.21101034480629138,0.20864735075145396,0.13842780673691105
CapturedFrames_-1.0_0.5_4.0,-1.0,0.5,4.0,Y=0.5,0,N,RIGHT_WRIST,52,37,0.28846153846153844,0.4007268322358754,0.5407605133957343,0.540221918222943,0.4088729186306564
CapturedFrames_-1.0_0.5_5.0,-1.0,0.5,5.0,Y=0.5,0,N,LEFT_ANKLE,39,27,0.3076923076923077,0.21731644007734097,0.46251765001928347,0.4603218594965085,0.2238055429205182
CapturedFrames_-1.0_0.5_5.0,-1.0,0.5,5.0,Y=0.5,0,N,LEFT_ELBOW,39,33,0.15384615384615385,0.3288688894447226,0.4505872380494317,0.45041376995190263,0.328579993615745
