folder_name,camera_x,camera_y,camera_z,height_label,azimuth_bin,azimuth_label,n_frames,scale_m_per_px,torso_px_median,torso_m_prior,D_x,D_y,D_z,replace_rate,align_mirrored,align_hip_rmse_m,window,k_sigma
CapturedFrames_-3.0_1.0_0.0,-3.0,1.0,0.0,Y=1.0,6,W,78,0.0024832792056473187,210.58049903895633,0.5229301743782755,-0.999507855662815,0.008378139443550545,-0.03023000575232703,0.1955128205128205,False,0.5295129222845519,7,3.0
CapturedFrames_3.0_1.0_0.0,3.0,1.0,0.0,Y=1.0,2,E,91,0.00284312241400192,183.92777019037197,0.5229291659856408,0.9993260687789322,-0.005045603808940921,0.036358632276919885,0.2683150183150183,True,0.6692547730281537,7,3.0
