camera,joint,delta_theta_mean,delta_theta_std,delta_theta_abs_mean,error_3d_mean,count
CapturedFrames_-2.0_0.5_5.0,RIGHT_ELBOW,74.58682725811316,11.340955878669023,74.58682725811315,0.32828957662810804,29
CapturedFrames_-2.0_0.5_6.0,LEFT_ELBOW,-80.03812187576655,4.176933016087198,80.03812187576655,0.30683369755538165,14
CapturedFrames_-2.0_0.5_6.0,RIGHT_ELBOW,81.79845323819902,4.453270884732467,81.79845323819902,0.3485743112595544,14
CapturedFrames_-2.0_1.0_-3.0,LEFT_ELBOW,-26.00820065521789,6.589054723588498,26.00820065521789,0.3042692213652944,68
CapturedFrames_-2.0_1.0_-3.0,RIGHT_ELBOW,26.505368448911195,9.469545126649754,26.50536844891119,0.25555468365291345,68
CapturedFrames_-2.0_1.0_-4.0,LEFT_ELBOW,-28.79573734625383,10.970421657549812,28.795737346253834,0.2946766466758953,60
CapturedFrames_-2.0_1.0_-4.0,RIGHT_ELBOW,28.1558904827554,12.134094729693752,28.1558904827554,0.2593494386720009,60
CapturedFrames_-2.0_1.0_-5.0,LEFT_ELBOW,-26.562889865299784,5.751894981395179,26.562889865299777,0.27393939885566043,43
CapturedFrames_-2.0_1.0_-5.0,RIGHT_ELBOW,27.580359577555694,9.614012072952441,27.580359577555686,0.26598617885231934,43
CapturedFrames_-2.0_1.0_-6.0,LEFT_ELBOW,-25.196538480958036,4.15692217847493,25.196538480958036,0.2727187778739478,26
CapturedFrames_-2.0_1.0_-6.0,RIGHT_ELBOW,26.136596038939388,6.165127167804124,26.136596038939388,0.27167131744021983,26
CapturedFrames_-2.0_1.0_3.0,LEFT_ELBOW,-70.65912538266399,13.154939055055188,70.65912538266399,0.36558528460299017,65
CapturedFrames_-2.0_1.0_3.0,RIGHT_ELBOW,69.83533702962926,12.758859074811008,69.83533702962926,0.3359999007979053,65
CapturedFrames_-2.0_1.0_4.0,LEFT_ELBOW,-75.28440765969127,8.762702003625007,75.28440765969125,0.3468552304654881,46
CapturedFrames_-2.0_1.0_4.0,RIGHT_ELBOW,74.77973681549227,10.661746187550735,74.77973681549226,0.33361550032884646,46
CapturedFrames_-2.0_1.0_5.0,LEFT_ELBOW,-76.52185994732066,7.095822853751149,76.52185994732066,0.33587181593217463,35
