joint_1,joint_2,correlation
LEFT_HIP,RIGHT_HIP,1.0000000000000002
RIGHT_ELBOW,RIGHT_WRIST,0.9552852753672069
LEFT_ELBOW,LEFT_WRIST,0.9433445551136541
