folder_name,camera_x,camera_y,camera_z,height_label,azimuth_bin,azimuth_label,joint,n_frames,mean_cos_phi,mean_abs_cos_phi,mean_error_dot_mc,mean_error_norm,median_abs_cos_phi
CapturedFrames_-1.0_0.5_-5.0,-1.0,0.5,-5.0,Y=0.5,4,S,LEFT_SHOULDER,50,0.9127974274196891,0.9127974274196891,0.5894956376818814,0.18911849138545458,0.9520783880445709
CapturedFrames_-1.0_0.5_-5.0,-1.0,0.5,-5.0,Y=0.5,4,S,LEFT_WRIST,50,0.35964030695714727,0.7221946457822561,0.5238570916788078,0.2642206612396661,0.8043981412609158
CapturedFrames_-1.0_0.5_-5.0,-1.0,0.5,-5.0,Y=0.5,4,S,RIGHT_ANKLE,50,-0.3090097659493401,0.8140019667501092,-0.2246513646016731,0.31149253508080765,0.8578879346070443
CapturedFrames_-1.0_0.5_-5.0,-1.0,0.5,-5.0,Y=0.5,4,S,RIGHT_ELBOW,50,0.15359480215572494,0.4495847586836969,0.1079031223560768,0.16246910967547476,0.42166862843736375
CapturedFrames_-1.0_0.5_-5.0,-1.0,0.5,-5.0,Y=0.5,4,S,RIGHT_KNEE,50,-0.03634813355019212,0.5587248007830801,-0.027789888714597324,0.17714087207745352,0.6262171048351344
CapturedFrames_-1.0_0.5_-5.0,-1.0,0.5,-5.0,Y=0.5,4,S,RIGHT_SHOULDER,50,-0.15791928968114208,0.5905015435163637,-0.05669302228820628,0.11633931394025793,0.6608441587405653
CapturedFrames_-1.0_0.5_-5.0,-1.0,0.5,-5.0,Y=0.5,4,S,RIGHT_WRIST,50,0.3805764283646553,0.7018787498575945,0.3695283465128519,0.23714465295481013,0.7693950811469874
CapturedFrames_-1.0_0.5_-6.0,-1.0,0.5,-6.0,Y=0.5,4,S,LEFT_ANKLE,28,0.1250184287090966,0.8210767705682154,0.20416067844625538,0.18499510744103645,0.8805160985483096
CapturedFrames_-1.0_0.5_-6.0,-1.0,0.5,-6.0,Y=0.5,4,S,LEFT_ELBOW,28,0.5783533119883506,0.6217557780408046,0.48804199712761304,0.2020141615022513,0.7238744455676538
CapturedFrames_-1.0_0.5_-6.0,-1.0,0.5,-6.0,Y=0.5,4,S,LEFT_KNEE,28,0.5072234957708499,0.8250250578567065,0.44773188239568923,0.19122781934758817,0.8813324145211475
CapturedFrames_-1.0_0.5_-6.0,-1.0,0.5,-6.0,Y=0.5,4,S,LEFT_SHOULDER,28,0.8987535621389614,0.8987535621389614,0.5069349876034048,0.15468456510343062,0.9578265129531136
CapturedFrames_-1.0_0.5_-6.0,-1.0,0.5,-6.0,Y=0.5,4,S,LEFT_WRIST,28,0.3175698513569147,0.7356379424528086,0.502113189363225,0.2417775115714551,0.8265501862715907
CapturedFrames_-1.0_0.5_-6.0,-1.0,0.5,-6.0,Y=0.5,4,S,RIGHT_ANKLE,28,-0.3753326319843961,0.8532549386747599,-0.31339293362813797,0.39194010763972026,0.9018980375853151
CapturedFrames_-1.0_0.5_-6.0,-1.0,0.5,-6.0,Y=0.5,4,S,RIGHT_ELBOW,28,0.05162445148109862,0.432171546290566,0.026210711820629593,0.1450197954755156,0.425112823113076
CapturedFrames_-1.0_0.5_-6.0,-1.0,0.5,-6.0,Y=0.5,4,S,RIGHT_KNEE,28,-0.0974334272371057,0.6676271525255731,-0.0013488355206408326,0.19959016013502068,0.747648094838113
CapturedFrames_-1.0_0.5_-6.0,-1.0,0.5,-6.0,Y=0.5,4,S,RIGHT_SHOULDER,28,-0.2711898005652923,0.537453787072104,-0.10635468555668202,0.09135580578446445,0.6412685055428852
CapturedFrames_-1.0_0.5_-6.0,-1.0,0.5,-6.0,Y=0.5,4,S,RIGHT_WRIST,28,0.26040885921868223,0.687726654450565,0.24928761755878867,0.2128359032409898,0.7470086184320678
CapturedFrames_-1.0_0.5_3.0,-1.0,0.5,3.0,Y=0.5,0,N,LEFT_ANKLE,51,0.034424065764724406,0.6745316981328995,0.20192653634083102,0.4542535104554382,0.7436865446905466
CapturedFrames_-1.0_0.5_3.0,-1.0,0.5,3.0,Y=0.5,0,N,LEFT_ELBOW,51,-0.6497783455406346,0.708316153602629,-0.9905186627814183,0.4662788517069687,0.7427993819123424
CapturedFrames_-1.0_0.5_3.0,-1.0,0.5,3.0,Y=0.5,0,N,LEFT_KNEE,51,-0.7135259011147049,0.771305069938107,-0.8510498747738436,0.3726329190476047,0.9074503676264072
CapturedFrames_-1.0_0.5_3.0,-1.0,0.5,3.0,Y=0.5,0,N,LEFT_SHOULDER,51,-0.7902344342726535,0.8543426712618966,-0.9298179941034725,0.3680134302747747,0.8743497215145148
CapturedFrames_-1.0_0.5_3.0,-1.0,0.5,3.0,Y=0.5,0,N,LEFT_WRIST,51,-0.7211514820320708,0.7850844803039769,-1.4439191886058715,0.5935007384609448,0.8171095819659915
CapturedFrames_-1.0_0.5_3.0,-1.0,0.5,3.0,Y=0.5,0,N,RIGHT_ANKLE,51,0.6304340251652403,0.7452949814188458,1.4736933530180536,0.5643592861299647,0.941368948210408
CapturedFrames_-1.0_0.5_3.0,-1.0,0.5,3.0,Y=0.5,0,N,RIGHT_ELBOW,51,0.10239788270711012,0.4117143280511558,0.07860402924263737,0.4304909464552061,0.3861454320914401
CapturedFrames_-1.0_0.5_3.0,-1.0,0.5,3.0,Y=0.5,0,N,RIGHT_KNEE,51,0.12209024144997255,0.5374275141899444,0.05725896035977035,0.34055414862619826,0.5739214130065363
CapturedFrames_-1.0_0.5_3.0,-1.0,0.5,3.0,Y=0.5,0,N,RIGHT_SHOULDER,51,-0.300368556759504,0.5721078768722254,-0.30001603866144033,0.24902054416394884,0.6443279481830249
CapturedFrames_-1.0_0.5_3.0,-1.0,0.5,3.0,Y=0.5,0,N,RIGHT_WRIST,51,-0.16814651406692185,0.4602858961302509,-0.5370949316117912,0.5795533901578845,0.4854884745308023
CapturedFrames_-1.0_0.5_4.0,-1.0,0.5,4.0,Y=0.5,0,N,LEFT_ANKLE,52,0.16741137713863596,0.6619260477005903,0.5012565794529441,0.4789437052431729,0.7724221376249629
CapturedFrames_-1.0_0.5_4.0,-1.0,0.5,4.0,Y=0.5,0,N,LEFT_ELBOW,52,-0.7213818653961775,0.7213818653961775,-1.109522317431752,0.47292127223848823,0.8035427671916936
CapturedFrames_-1.0_0.5_4.0,-1.0,0.5,4.0,Y=0.5,0,N,LEFT_KNEE,52,-0.6083457329621753,0.6974519714655394,-0.7079358900924565,0.3559564462899534,0.8347328826910598
CapturedFrames_-1.0_0.5_4.0,-1.0,0.5,4.0,Y=0.5,0,N,LEFT_SHOULDER,52,-0.8714028565272955,0.8714028565272955,-0.9087744512255858,0.31849590672606287,0.8821023535163697
CapturedFrames_-1.0_0.5_4.0,-1.0,0.5,4.0,Y=0.5,0,N,LEFT_WRIST,52,-0.8358828613301056,0.8358828613301056,-1.7441616275734488,0.6479952429907326,0.94115381614824
CapturedFrames_-1.0_0.5_4.0,-1.0,0.5,4.0,Y=0.5,0,N,RIGHT_ANKLE,52,0.48797860445943997,0.7133126040749675,0.9447739168250203,0.451581321274725,0.8848661985914892
CapturedFrames_-1.0_0.5_4.0,-1.0,0.5,4.0,Y=0.5,0,N,RIGHT_ELBOW,52,0.25264734507241887,0.4413721192282602,0.3093322622482646,0.41007311352770875,0.3642298377020885
CapturedFrames_-1.0_0.5_4.0,-1.0,0.5,4.0,Y=0.5,0,N,RIGHT_KNEE,52,-0.09797351113766845,0.5032158256338676,-0.2535416163780724,0.336295605604048,0.5329520240601825
CapturedFrames_-1.0_0.5_4.0,-1.0,0.5,4.0,Y=0.5,0,N,RIGHT_SHOULDER,52,-0.17998564247503854,0.503709555878301,-0.18355306964607207,0.21101034480629138,0.5213061343994247
CapturedFrames_-1.0_0.5_4.0,-1.0,0.5,4.0,Y=0.5,0,N,RIGHT_WRIST,52,-0.07585764157649821,0.4239573916493803,-0.30445014213970745,0.5407605133957343,0.45727049972484635
CapturedFrames_-1.0_0.5_5.0,-1.0,0.5,5.0,Y=0.5,0,N,LEFT_ANKLE,39,0.04306296484099734,0.6635206974976849,0.2790529755378748,0.46251765001928347,0.7875322498326203
CapturedFrames_-1.0_0.5_5.0,-1.0,0.5,5.0,Y=0.5,0,N,LEFT_ELBOW,39,-0.6090372585372682,0.6090372585372682,-1.0384435439042259,0.4505872380494317,0.6383758553015846
CapturedFrames_-1.0_0.5_5.0,-1.0,0.5,5.0,Y=0.5,0,N,LEFT_KNEE,39,-0.6565879991430319,0.732507386934567,-0.8802128437560099,0.35891038643662604,0.8423899098789015
CapturedFrames_-1.0_0.5_5.0,-1.0,0.5,5.0,Y=0.5,0,N,LEFT_SHOULDER,39,-0.8796601480517561,0.8796601480517561,-1.0369363201721244,0.32139027292391165,0.8851613517004455
CapturedFrames_-1.0_0.5_5.0,-1.0,0.5,5.0,Y=0.5,0,N,LEFT_WRIST,39,-0.7221352319387098,0.7221352319387098,-1.6623145561667751,0.6159985463702942,0.8059861846470521
CapturedFrames_-1.0_0.5_5.0,-1.0,0.5,5.0,Y=0.5,0,N,RIGHT_ANKLE,39,0.6252369508787025,0.7640361713570962,1.5887569804667516,0.5160054410801321,0.9703800735211086
CapturedFrames_-1.0_0.5_5.0,-1.0,0.5,5.0,Y=0.5,0,N,RIGHT_ELBOW,39,0.06616563060215677,0.41790688712028806,0.001633985261787172,0.44067738735464046,0.39132085234217606
CapturedFrames_-1.0_0.5_5.0,-1.0,0.5,5.0,Y=0.5,0,N,RIGHT_KNEE,39,0.09076398028108836,0.5728710397925405,0.004228100414132918,0.31521725544332163,0.6102202757979855
CapturedFrames_-1.0_0.5_5.0,-1.0,0.5,5.0,Y=0.5,0,N,RIGHT_SHOULDER,39,-0.3764847783364731,0.5320628998643893,-0.40171600345453257,0.22501141376367534,0.5713601254972571
CapturedFrames_-1.0_0.5_5.0,-1.0,0.5,5.0,Y=0.5,0,N,RIGHT_WRIST,39,-0.27557195035038995,0.4748576890589493,-0.8354774373558255,0.6064012880851238,0.5491840246279952
CapturedFrames_-1.0_0.5_6.0,-1.0,0.5,6.0,Y=0.5,0,N,LEFT_ANKLE,14,-0.12209862436124087,0.8160504999706044,-0.09042729550070974,0.5833037700171352,0.8976516424984032
CapturedFrames_-1.0_0.5_6.0,-1.0,0.5,6.0,Y=0.5,0,N,LEFT_ELBOW,14,-0.4042731197703007,0.4045547241717129,-0.7051620276120643,0.3880168941683023,0.347702229502715
CapturedFrames_-1.0_0.5_6.0,-1.0,0.5,6.0,Y=0.5,0,N,LEFT_KNEE,14,-0.719062645073918,0.7424660309047233,-1.1719905219221014,0.4224685563073988,0.8097903422760118
CapturedFrames_-1.0_0.5_6.0,-1.0,0.5,6.0,Y=0.5,0,N,LEFT_SHOULDER,14,-0.8518525287600115,0.8518525287600115,-1.0032017994535427,0.2927171916875132,0.867665172726301
CapturedFrames_-1.0_0.5_6.0,-1.0,0.5,6.0,Y=0.5,0,N,LEFT_WRIST,14,-0.5373228769726046,0.538611966112225,-1.1992757030263117,0.4999016653621968,0.4880698285353076
